ID,Description,NES,pvalue,p.adjust,geneID,geneName,Count
REACTOME_5610780,Degradation of GLI1 by the proteasome,-2.42327134,1.48E-08,3.07E-06,5701/5567/7316/5704/51684/5713/5706/5717/8454/9978/5707/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,PSMC2/PRKACB/UBC/PSMC4/SUFU/PSMD7/PSMC6/PSMD11/CUL1/RBX1/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,22
REACTOME_5610785,GLI3 is processed to GLI3R by the proteasome,-2.401631403,2.58E-08,4.93E-06,5701/5567/7316/5704/51684/5713/5706/5717/1452/8454/9978/5707/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,PSMC2/PRKACB/UBC/PSMC4/SUFU/PSMD7/PSMC6/PSMD11/CSNK1A1/CUL1/RBX1/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,23
REACTOME_5362768,Hh mutants are degraded by ERAD,-2.404146915,3.05E-08,5.37E-06,5701/7316/5704/5713/5706/5717/84447/5707/5692/5683/9491/5715/7415/5693/5690/5687/5686/5708/5709/10213,PSMC2/UBC/PSMC4/PSMD7/PSMC6/PSMD11/SYVN1/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/VCP/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,20
REACTOME_3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,-2.399570887,3.36E-08,5.49E-06,55466/3301/140735/2288/11258/347688/830/2908/51143/84790/1783/10540/10383/10728/1780/3305/7277/10376/10381/10121/3326/832/1778,DNAJA4/DNAJA1/DYNLL2/FKBP4/DCTN3/TUBB8/CAPZA2/NR3C1/DYNC1LI1/TUBA1C/DYNC1LI2/DCTN2/TUBB4B/PTGES3/DYNC1I1/HSPA1L/TUBA4A/TUBA1B/TUBB3/ACTR1A/HSP90AB1/CAPZB/DYNC1H1,23
REACTOME_5358346,Hedgehog ligand biogenesis,-2.384246285,4.00E-08,6.11E-06,5701/7316/5704/5713/5706/5717/5034/84447/5707/5692/5683/9491/5715/7415/5693/5690/5687/5686/5708/5709/10213,PSMC2/UBC/PSMC4/PSMD7/PSMC6/PSMD11/P4HB/SYVN1/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/VCP/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,21
REACTOME_187577,SCF(Skp2)-mediated degradation of p27/p21,-2.356584855,7.22E-08,1.03E-05,5713/5706/5717/8454/890/5707/5692/5683/9491/5715/1027/1026/5693/5690/5753/5687/5686/5708/5709/10213,PSMD7/PSMC6/PSMD11/CUL1/CCNA2/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/CDKN1B/CDKN1A/PSMB5/PSMB2/PTK6/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,20
REACTOME_5687128,MAPK6/MAPK4 signaling,-2.265477731,7.99E-08,1.08E-05,5701/5567/7316/5704/5063/5713/5706/5717/5896/148170/2309/5596/2118/5707/5692/5683/8556/9491/5715/3725/5693/5690/5687/5686/5708/5709/10213,PSMC2/PRKACB/UBC/PSMC4/PAK3/PSMD7/PSMC6/PSMD11/RAG1/CDC42EP5/FOXO3/MAPK4/ETV4/PSMD1/PSMB4/PSMA2/CDC14A/PSMF1/PSMD9/JUN/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,27
REACTOME_174084,Autodegradation of Cdh1 by Cdh1:APC/C,-2.332731596,9.56E-08,1.21E-05,5701/7316/5704/10393/246184/5713/5706/5717/25906/51529/5707/51343/5692/5683/9491/5715/5693/5690/5687/5686/7324/5708/5709/10213,PSMC2/UBC/PSMC4/ANAPC10/CDC26/PSMD7/PSMC6/PSMD11/ANAPC15/ANAPC11/PSMD1/FZR1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/UBE2E1/PSMD2/PSMD3/PSMD14,24
REACTOME_349425,Autodegradation of the E3 ubiquitin ligase COP1,-2.361026648,1.45E-07,1.75E-05,5701/7316/5704/64326/5713/5706/5717/5707/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,PSMC2/UBC/PSMC4/COP1/PSMD7/PSMC6/PSMD11/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,19
REACTOME_69481,G2/M Checkpoints,-2.360332682,1.75E-07,1.96E-05,5701/7316/5704/5713/5706/5717/51512/5707/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,PSMC2/UBC/PSMC4/PSMD7/PSMC6/PSMD11/GTSE1/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,19
REACTOME_211733,Regulation of activated PAK-2p34 by proteasome mediated degradation,-2.326424839,1.80E-07,1.96E-05,5701/7316/5704/5713/5706/5717/5707/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,PSMC2/UBC/PSMC4/PSMD7/PSMC6/PSMD11/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,18
REACTOME_8941858,Regulation of RUNX3 expression and activity,-2.326933078,1.90E-07,1.97E-05,5701/7316/57154/5704/64750/5713/5706/5717/5707/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,PSMC2/UBC/SMURF1/PSMC4/SMURF2/PSMD7/PSMC6/PSMD11/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,20
REACTOME_1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,-2.251475439,2.62E-07,2.54E-05,5713/5706/5717/7322/2034/112398/9978/5707/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,PSMD7/PSMC6/PSMD11/UBE2D2/EPAS1/EGLN2/RBX1/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,19
REACTOME_180585,Vif-mediated degradation of APOBEC3G,-2.299230125,2.73E-07,2.54E-05,5701/7316/5704/5713/5706/5717/9978/5707/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,PSMC2/UBC/PSMC4/PSMD7/PSMC6/PSMD11/RBX1/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,19
REACTOME_4608870,Asymmetric localization of PCP proteins,-2.273820755,2.97E-07,2.54E-05,5701/7474/7316/57154/5704/64750/5713/5706/5717/8325/2535/144165/5707/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,PSMC2/WNT5A/UBC/SMURF1/PSMC4/SMURF2/PSMD7/PSMC6/PSMD11/FZD8/FZD2/PRICKLE1/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,24
KEGG_hsa03050,Proteasome,-2.333809055,3.02E-07,2.54E-05,5713/51371/5706/5717/5707/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,PSMD7/POMP/PSMC6/PSMD11/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,16
REACTOME_450408,AUF1 (hnRNP D0) binds and destabilizes mRNA,-2.292697943,3.14E-07,2.54E-05,5701/7316/5704/1981/5713/5706/5717/5707/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,PSMC2/UBC/PSMC4/EIF4G1/PSMD7/PSMC6/PSMD11/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,19
REACTOME_382556,ABC-family proteins mediated transport,-2.206725278,3.16E-07,2.54E-05,5713/5706/5717/91445/5707/5692/5683/9491/5715/7415/8714/5693/5690/5687/5686/5708/24/5709/10213,PSMD7/PSMC6/PSMD11/RNF185/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/VCP/ABCC3/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/ABCA4/PSMD3/PSMD14,19
REACTOME_195253,Degradation of beta-catenin by the destruction complex,-2.242583408,3.22E-07,2.54E-05,5701/7316/5704/5713/5706/5717/1452/8454/9978/5707/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,PSMC2/UBC/PSMC4/PSMD7/PSMC6/PSMD11/CSNK1A1/CUL1/RBX1/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,21
REACTOME_174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,-2.290145867,3.61E-07,2.76E-05,5701/7316/5704/10393/246184/5713/5706/5717/25906/51529/5707/51343/5692/5683/9491/5715/6790/5693/5690/5687/5686/7324/991/5708/5709/10213,PSMC2/UBC/PSMC4/ANAPC10/CDC26/PSMD7/PSMC6/PSMD11/ANAPC15/ANAPC11/PSMD1/FZR1/PSMB4/PSMA2/PSMF1/PSMD9/AURKA/PSMB5/PSMB2/PSMA6/PSMA5/UBE2E1/CDC20/PSMD2/PSMD3/PSMD14,26
REACTOME_69017,CDK-mediated phosphorylation and removal of Cdc6,-2.261909865,4.34E-07,3.16E-05,9134/5705/5688/51433/64682/1017/5701/990/7316/5704/10393/246184/5713/5706/5717/25906/51529/890/5707/51343/5692/5683/9491/5715/5693/5690/5687/5686/7324/5708/5709/10213,CCNE2/PSMC5/PSMA7/ANAPC5/ANAPC1/CDK2/PSMC2/CDC6/UBC/PSMC4/ANAPC10/CDC26/PSMD7/PSMC6/PSMD11/ANAPC15/ANAPC11/CCNA2/PSMD1/FZR1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/UBE2E1/PSMD2/PSMD3/PSMD14,32
REACTOME_5676590,NIK-->noncanonical NF-kB signaling,-2.292562973,4.42E-07,3.16E-05,5701/7316/5704/5971/5713/5706/5717/9020/8454/5707/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,PSMC2/UBC/PSMC4/RELB/PSMD7/PSMC6/PSMD11/MAP3K14/CUL1/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,21
REACTOME_5607761,Dectin-1 mediated noncanonical NF-kB signaling,-2.268593848,4.68E-07,3.24E-05,5701/7316/5704/5971/5713/5706/5717/9020/8454/5707/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,PSMC2/UBC/PSMC4/RELB/PSMD7/PSMC6/PSMD11/MAP3K14/CUL1/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,21
REACTOME_8932339,ROS sensing by NFE2L2,-2.310355072,6.23E-07,4.19E-05,5701/7316/5704/5713/5706/5717/9978/5707/1460/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,PSMC2/UBC/PSMC4/PSMD7/PSMC6/PSMD11/RBX1/PSMD1/CSNK2B/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,20
REACTOME_5607764,CLEC7A (Dectin-1) signaling,-2.225696102,6.58E-07,4.30E-05,8517/3551/5701/7316/5704/997/5713/5706/5717/7322/8454/84433/5707/5692/5683/9491/5715/64170/5693/5690/5687/5686/5708/5709/10213,IKBKG/IKBKB/PSMC2/UBC/PSMC4/CDC34/PSMD7/PSMC6/PSMD11/UBE2D2/CUL1/CARD11/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/CARD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,25
REACTOME_75815,Ubiquitin-dependent degradation of Cyclin D,-2.283883416,7.87E-07,5.00E-05,5701/7316/5704/5713/5706/5717/5707/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,PSMC2/UBC/PSMC4/PSMD7/PSMC6/PSMD11/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,18
REACTOME_5678895,Defective CFTR causes cystic fibrosis,-2.199540531,8.39E-07,5.19E-05,5701/7316/5704/5713/5706/5717/91445/5707/5692/5683/9491/5715/7415/5693/5690/5687/5686/5708/5709/10213,PSMC2/UBC/PSMC4/PSMD7/PSMC6/PSMD11/RNF185/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/VCP/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,20
REACTOME_174154,APC/C:Cdc20 mediated degradation of Securin,-2.264313787,8.84E-07,5.32E-05,5701/7316/5704/10393/246184/5713/5706/5717/25906/51529/5707/5692/5683/9491/5715/5693/5690/5687/5686/7324/991/5708/5709/10213,PSMC2/UBC/PSMC4/ANAPC10/CDC26/PSMD7/PSMC6/PSMD11/ANAPC15/ANAPC11/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/UBE2E1/CDC20/PSMD2/PSMD3/PSMD14,24
REACTOME_180534,Vpu mediated degradation of CD4,-2.259315394,1.08E-06,6.34E-05,5701/7316/5704/5713/5706/5717/5707/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,PSMC2/UBC/PSMC4/PSMD7/PSMC6/PSMD11/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,18
REACTOME_4641257,Degradation of AXIN,-2.241203064,1.12E-06,6.43E-05,8313/5701/7316/5704/64750/5713/5706/5717/5707/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,AXIN2/PSMC2/UBC/PSMC4/SMURF2/PSMD7/PSMC6/PSMD11/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,20
REACTOME_174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,-2.200291507,1.28E-06,7.14E-05,5701/7316/5704/10393/246184/5713/5706/5717/25906/51529/890/5707/5692/5683/9491/5715/5693/5690/5687/5686/7324/991/5708/5709/10213,PSMC2/UBC/PSMC4/ANAPC10/CDC26/PSMD7/PSMC6/PSMD11/ANAPC15/ANAPC11/CCNA2/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/UBE2E1/CDC20/PSMD2/PSMD3/PSMD14,25
REACTOME_350562,Regulation of ornithine decarboxylase (ODC),-2.256938664,1.60E-06,8.74E-05,5701/5704/4953/5713/5706/5717/1728/5707/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,PSMC2/PSMC4/ODC1/PSMD7/PSMC6/PSMD11/NQO1/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,19
REACTOME_1169091,Activation of NF-kappaB in B cells,-2.197141936,1.97E-06,1.05E-04,8517/3551/5701/7316/5704/5713/5706/5717/8454/84433/5707/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,IKBKG/IKBKB/PSMC2/UBC/PSMC4/PSMD7/PSMC6/PSMD11/CUL1/CARD11/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,22
REACTOME_2871837,FCERI mediated NF-kB activation,-2.113023758,2.18E-06,1.13E-04,8517/3551/5701/7316/5704/997/5713/5706/5717/7322/8454/84433/5707/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,IKBKG/IKBKB/PSMC2/UBC/PSMC4/CDC34/PSMD7/PSMC6/PSMD11/UBE2D2/CUL1/CARD11/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,24
REACTOME_68827,CDT1 association with the CDC6:ORC:origin complex,-2.206255546,2.23E-06,1.13E-04,5701/990/7316/5704/5713/5706/5717/5707/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,PSMC2/CDC6/UBC/PSMC4/PSMD7/PSMC6/PSMD11/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,19
REACTOME_5632684,Hedgehog 'on' state,-2.161351059,2.31E-06,1.15E-04,5701/7316/57154/5704/64750/51684/5713/5706/5717/9978/5707/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,PSMC2/UBC/SMURF1/PSMC4/SMURF2/SUFU/PSMD7/PSMC6/PSMD11/RBX1/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,22
REACTOME_4641258,Degradation of DVL,-2.224997532,2.88E-06,1.40E-04,5701/7316/5704/5713/59349/5706/5717/9978/5707/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,PSMC2/UBC/PSMC4/PSMD7/KLHL12/PSMC6/PSMD11/RBX1/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,20
REACTOME_69601,Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,-2.206049399,3.11E-06,1.48E-04,5701/7316/5704/5713/5706/5717/5707/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,PSMC2/UBC/PSMC4/PSMD7/PSMC6/PSMD11/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,18
REACTOME_5668541,TNFR2 non-canonical NF-kB pathway,-2.096963374,4.51E-06,2.10E-04,5713/5706/5717/9020/5707/5692/5683/9491/5715/115650/5693/5690/5687/5686/5708/5709/10213,PSMD7/PSMC6/PSMD11/MAP3K14/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/TNFRSF13C/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,17
REACTOME_9020702,Interleukin-1 signaling,-2.073112431,4.94E-06,2.26E-04,8517/3551/5701/7316/5704/5713/5706/5717/8454/4215/9978/5707/5692/5683/3556/9491/5715/5693/5690/5687/5686/5708/5709/10213,IKBKG/IKBKB/PSMC2/UBC/PSMC4/PSMD7/PSMC6/PSMD11/CUL1/MAP3K3/RBX1/PSMD1/PSMB4/PSMA2/IL1RAP/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,24
REACTOME_8948751,Regulation of PTEN stability and activity,-2.076542098,6.13E-06,2.75E-04,5701/7316/23608/5704/23252/5713/5706/5717/207/5707/1460/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,PSMC2/UBC/MKRN1/PSMC4/OTUD3/PSMD7/PSMC6/PSMD11/AKT1/PSMD1/CSNK2B/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,22
REACTOME_381038,XBP1(S) activates chaperone genes,-2.151132055,6.59E-06,2.90E-04,2931/55062/10897/10525/56005/445329/9114/1663/7094/7466/6464/64061/9820/2137/10106/6734/51726/84447/7494/3068/9797,GSK3A/WIPI1/YIF1A/HYOU1/MYDGF/SULT1A4/ATP6V0D1/DDX11/TLN1/WFS1/SHC1/TSPYL2/CUL7/EXTL3/CTDSP2/SRPRA/DNAJB11/SYVN1/XBP1/HDGF/TATDN2,21
REACTOME_68949,Orc1 removal from chromatin,-2.116715415,9.35E-06,4.04E-04,5701/990/7316/5704/5713/5706/5717/8454/890/9978/5707/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,PSMC2/CDC6/UBC/PSMC4/PSMD7/PSMC6/PSMD11/CUL1/CCNA2/RBX1/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,22
REACTOME_1236978,Cross-presentation of soluble exogenous antigens (endosomes),-2.151072436,1.06E-05,4.49E-04,5713/5706/5717/5707/5692/5683/9491/5715/5693/5690/5687/5686/5708/5709/10213,PSMD7/PSMC6/PSMD11/PSMD1/PSMB4/PSMA2/PSMF1/PSMD9/PSMB5/PSMB2/PSMA6/PSMA5/PSMD2/PSMD3/PSMD14,15
