ID,Description,NES,pvalue,p.adjust,geneID,geneName,Count
REACTOME_156902,Peptide chain elongation,-1.7536786484615674,4.688593355158613e-4,0.07203502439547345,6152/6228/6132/6202/6224/140801/6234/6217/25873/6161/6193/3921/6123/6181/6191/6144/6137/6187/6143/6122/6171/6138/6209/6205,RPL24/RPS23/RPL8/RPS8/RPS20/RPL10L/RPS28/RPS16/RPL36/RPL32/RPS5/RPSA/RPL3L/RPLP2/RPS4X/RPL21/RPL13/RPS2/RPL19/RPL3/RPL41/RPL15/RPS15/RPS11,24
REACTOME_192823,Viral mRNA Translation,-1.7535041879592126,4.688593355158613e-4,0.07203502439547345,6152/6228/6132/6202/6224/140801/6234/6217/25873/6161/6193/3921/6123/6181/6191/6144/6137/6187/6143/6122/6171/6138/6209/6205,RPL24/RPS23/RPL8/RPS8/RPS20/RPL10L/RPS28/RPS16/RPL36/RPL32/RPS5/RPSA/RPL3L/RPLP2/RPS4X/RPL21/RPL13/RPS2/RPL19/RPL3/RPL41/RPL15/RPS15/RPS11,24
REACTOME_3214815,HDACs deacetylate histones,-1.749989150495287,4.7867829039678595e-4,0.07203502439547345,8819/51742/5926/23028/8370/8841/333932/8357/3065/8336/221613/55869/79685/83933/8335/8345/25855/8330/8367/8358/8355/126961/554313,SAP30/ARID4B/ARID4A/KDM1A/H4C14/HDAC3/H3C15/H3C10/HDAC1/H2AC17/H2AC1/HDAC8/SAP30L/HDAC10/H2AC4/H2BC9/BRMS1/H2AC15/H4C5/H3C2/H3C8/H3C14/H4C15,23
REACTOME_9707564,Cytoprotection by HMOX1,-1.865962613641451,5.380005614688815e-4,0.07203502439547345,5465/9611/9612/10499/9167/1327/3039/6834/5753/1351/85441/6256/8841/645/3162/1329/114548/213/9377/10498/23309/10628,PPARA/NCOR1/NCOR2/NCOA2/COX7A2L/COX4I1/HBA1/SURF1/PTK6/COX8A/HELZ2/RXRA/HDAC3/BLVRB/HMOX1/COX5B/NLRP3/ALB/COX5A/CARM1/SIN3B/TXNIP,22
BIOCARTA_FREE_PATHWAY,FREE PATHWAY,-2.1107524149832075,5.453187099414619e-4,0.07203502439547345,3576/7498/6647/2937/27035,CXCL8/XDH/SOD1/GSS/NOX1,5
REACTOME_2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants,-1.803727358446539,5.606586177213686e-4,0.07203502439547345,5664/8454/10013/8841/3065/55869/83933/1024/26508/23462/4851/23493/22938/9148/84441,PSEN2/CUL1/HDAC6/HDAC3/HDAC1/HDAC8/HDAC10/CDK8/HEYL/HEY1/NOTCH1/HEY2/SNW1/NEURL1/MAML2,15
REACTOME_2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,-1.803727358446539,5.606586177213686e-4,0.07203502439547345,5664/8454/10013/8841/3065/55869/83933/1024/26508/23462/4851/23493/22938/9148/84441,PSEN2/CUL1/HDAC6/HDAC3/HDAC1/HDAC8/HDAC10/CDK8/HEYL/HEY1/NOTCH1/HEY2/SNW1/NEURL1/MAML2,15
REACTOME_1834949,Cytosolic sensors of pathogen-associated DNA ,1.8670994388714703,5.66709108006347e-4,0.07203502439547345,27297/51728/171568/10623/55703/11128/55718/5435/5591/2547,CRCP/POLR3K/POLR3H/POLR3C/POLR3B/POLR3A/POLR3E/POLR2F/PRKDC/XRCC6,10
PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY,P38 ALPHA BETA DOWNSTREAM PATHWAY,-1.880511203454458,6.304266029326492e-4,0.07591663513210008,7391/2664/5321/10891/4843/22926/7867/6548/7157/3725/1459/2099/1051/8986/4205/1460/9252/1978/2005/5600,USF1/GDI1/PLA2G4A/PPARGC1A/NOS2/ATF6/MAPKAPK3/SLC9A1/TP53/JUN/CSNK2A2/ESR1/CEBPB/RPS6KA4/MEF2A/CSNK2B/RPS6KA5/EIF4EBP1/ELK4/MAPK11,20
REACTOME_975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),-1.684385758776861,7.186886990203825e-4,0.08221798716793176,6152/6228/6132/6202/6224/140801/6234/6217/25873/6161/6193/3921/6123/6181/6191/6144/26986/6137/6187/6143/6122/6171/6138/6209/6205,RPL24/RPS23/RPL8/RPS8/RPS20/RPL10L/RPS28/RPS16/RPL36/RPL32/RPS5/RPSA/RPL3L/RPLP2/RPS4X/RPL21/PABPC1/RPL13/RPS2/RPL19/RPL3/RPL41/RPL15/RPS15/RPS11,25
REACTOME_3214858,RMTs methylate histone arginines,-1.726722293258071,7.614897355294104e-4,0.08296611975672814,55170/8289/8370/333932/8357/8336/221613/8335/10498/8330/8367/6187/8358/3717/8355/126961/3014/554313,PRMT6/ARID1A/H4C14/H3C15/H3C10/H2AC17/H2AC1/H2AC4/CARM1/H2AC15/H4C5/RPS2/H3C2/JAK2/H3C8/H3C14/H2AX/H4C15,18
REACTOME_5419276,Mitochondrial translation termination,1.733969993785136,8.307420831557205e-4,0.0847546948456679,54948/10884/64965/29074/64975/78988/79590/3396/56945/63875/26589/118487/60488/65005/11222/54998/6150/51021/64981/51023/9801/57129/64979/28973/92399/65008/54516/5018/51263/51318/9553/64951/28977/51264/51073/54534/51650/55052/64949/116540/51642/64969/64968,MRPL16/MRPS30/MRPS9/MRPL18/MRPL41/MRPL57/MRPL24/MRPL58/MRPS22/MRPL17/MRPL46/CHCHD1/MRPS35/MRPL9/MRPL3/AURKAIP1/MRPL23/MRPS16/MRPL34/MRPS18C/MRPL19/MRPL47/MRPL36/MRPS18B/MRRF/MRPL1/MTRF1L/OXA1L/MRPL30/MRPL35/MRPL33/MRPS24/MRPL42/MRPL27/MRPL4/MRPL50/MRPS33/MRPL20/MRPS26/MRPL53/MRPL48/MRPS5/MRPS6,43
REACTOME_9683610,Maturation of nucleoprotein,-2.043108984992527,8.648911341729274e-4,0.0847546948456679,7329/56965/54625/83666/2931/79668,UBE2I/PARP6/PARP14/PARP9/GSK3A/PARP8,6
REACTOME_212300,PRC2 methylates histones and DNA,-1.7130176633367307,9.165419574984254e-4,0.0847546948456679,8370/333932/8357/5252/8335/8345/8367/8358/23512/8355/126961/3014/554313,H4C14/H3C15/H3C10/PHF1/H2AC4/H2BC9/H4C5/H3C2/SUZ12/H3C8/H3C14/H2AX/H4C15,13
REACTOME_9646399,Aggrephagy,-1.9003385554131063,9.260783964780147e-4,0.0847546948456679,140735/7335/5071/11315/112714/1780/1778/84790/7846/10013/347688/7277/7431/51143/3297/7415/10381/1783,DYNLL2/UBE2V1/PRKN/PARK7/TUBA3E/DYNC1I1/DYNC1H1/TUBA1C/TUBA1A/HDAC6/TUBB8/TUBA4A/VIM/DYNC1LI1/HSF1/VCP/TUBB3/DYNC1LI2,18
KEGG_hsa03020,RNA polymerase,1.7694928227384077,0.0011476415546889025,0.10099245681262342,30834/51728/171568/10623/64425/55703/11128/55718/5431/5435,POLR1H/POLR3K/POLR3H/POLR3C/POLR1E/POLR3B/POLR3A/POLR3E/POLR2B/POLR2F,10
REACTOME_9706019,RHOBTB3 ATPase cycle,1.7952760472390574,0.0011924140020003094,0.10104604579913734,22836/10489/9146/51209,RHOBTB3/LRRC41/HGS/RAB9B,4
KEGG_hsa03015,mRNA surveillance pathway,1.6770146019241698,0.0012590433733583194,0.1028818299372798,5500/5527/10921/8189/10898/55339/51585/4686/100529063/23293/29107/81608/4116/23381/390748/56001/10284/11051/10914/1479/5501/5515/9887/2935/11269/140886/64895/124540/5520/23049/65109,PPP1CB/PPP2R5C/RNPS1/SYMPK/CPSF4/WDR33/PCF11/NCBP1/BCL2L2-PABPN1/SMG6/NXT1/FIP1L1/MAGOH/SMG5/PABPN1L/NXF2/SAP18/NUDT21/PAPOLA/CSTF3/PPP1CC/PPP2CA/SMG7/GSPT1/DDX19B/PABPC5/PAPOLG/MSI2/PPP2R2A/SMG1/UPF3B,31
REACTOME_5368286,Mitochondrial translation initiation,1.7013285908002747,0.0013333551521557676,0.10519712372870332,54948/10884/64965/29074/64975/78988/4528/79590/3396/56945/63875/26589/118487/60488/65005/11222/54998/6150/51021/64981/51023/9801/57129/64979/28973/65008/5018/51263/51318/9553/64951/28977/51264/51073/54534/51650/55052/64949/116540/51642/64969/64968,MRPL16/MRPS30/MRPS9/MRPL18/MRPL41/MRPL57/MTIF2/MRPL24/MRPL58/MRPS22/MRPL17/MRPL46/CHCHD1/MRPS35/MRPL9/MRPL3/AURKAIP1/MRPL23/MRPS16/MRPL34/MRPS18C/MRPL19/MRPL47/MRPL36/MRPS18B/MRPL1/OXA1L/MRPL30/MRPL35/MRPL33/MRPS24/MRPL42/MRPL27/MRPL4/MRPL50/MRPS33/MRPL20/MRPS26/MRPL53/MRPL48/MRPS5/MRPS6,42
REACTOME_193368,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,-1.9183222007595062,0.0015602315540556085,0.11709400462863861,1593/1109/10499/5740/1582/1645/6256/8309/570/23600/9420/6342,CYP27A1/AKR1C4/NCOA2/PTGIS/CYP8B1/AKR1C1/RXRA/ACOX2/BAAT/AMACR/CYP7B1/SCP2,12
PID_HNF3B_PATHWAY,HNF3B PATHWAY,-1.8516336563483016,0.0015917654156101593,0.11709400462863861,3767/6928/6667/3484/3171/207/8788/3033/7080/1052/1051/1050/2645/34/6898/126129/7351/335/37/5313/213/3170/5105/3172,KCNJ11/HNF1B/SP1/IGFBP1/FOXA3/AKT1/DLK1/HADH/NKX2-1/CEBPD/CEBPB/CEBPA/GCK/ACADM/TAT/CPT1C/UCP2/APOA1/ACADVL/PKLR/ALB/FOXA2/PCK1/HNF4A,24
KEGG_hsa00970,Aminoacyl-tRNA biosynthesis,1.7565328724055023,0.001662064614813975,0.11709400462863861,8565/3035/3376/1615/7453/123283/55699/54938/2193/6301/2617/16/23438/2058/833,YARS1/HARS1/IARS1/DARS1/WARS1/TARS3/IARS2/SARS2/FARSA/SARS1/GARS1/AARS1/HARS2/EPRS1/CARS1,15
REACTOME_9013508,NOTCH3 Intracellular Domain Regulates Transcription,-2.015873170052403,0.00168885583598998,0.11709400462863861,26508/23462/4851/6772/23493/22938/23286/84441,HEYL/HEY1/NOTCH1/STAT1/HEY2/SNW1/WWC1/MAML2,8
REACTOME_674695,RNA Polymerase II Pre-transcription Events,1.665685711875879,0.0018809991669970065,0.1230739757826114,83860/1022/4686/2961/6873/6877/6872/162699/6827/6829/5431/5435/902/51616/6878/51497/79577/54623/9150/2963/6830/6923/2966/25920/7469/51224/9646,TAF3/CDK7/NCBP1/GTF2E2/TAF2/TAF5/TAF1/ELOA3P/SUPT4H1/SUPT5H/POLR2B/POLR2F/CCNH/TAF9B/TAF6/NELFCD/CDC73/PAF1/CTDP1/GTF2F2/SUPT6H/ELOB/GTF2H2/NELFB/NELFA/ELOA2/CTR9,27
REACTOME_2408557,Selenocysteine synthesis,-1.6259741140025294,0.0018826875666046324,0.1230739757826114,6152/6228/6132/6202/6224/140801/6234/6217/25873/6161/6193/3921/6123/6181/6191/6144/6137/6187/6143/6122/6171/6138/6209/6205,RPL24/RPS23/RPL8/RPS8/RPS20/RPL10L/RPS28/RPS16/RPL36/RPL32/RPS5/RPSA/RPL3L/RPLP2/RPS4X/RPL21/RPL13/RPS2/RPL19/RPL3/RPL41/RPL15/RPS15/RPS11,24
REACTOME_189483,Heme degradation,-1.9851974941468404,0.0020478891741668786,0.12744138047255527,1244/645/11309/3162/213,ABCC2/BLVRB/SLCO2B1/HMOX1/ALB,5
REACTOME_9679191,Potential therapeutics for SARS,-1.7001060415142808,0.002060896449949539,0.12744138047255527,5931/6773/54106/163/29110/8819/51742/2280/5926/9475/23028/3065/3614/8737/79685/10728/1901/478/25855/161/2288/3326/3717/7422,RBBP7/STAT2/TLR9/AP2B1/TBK1/SAP30/ARID4B/FKBP1A/ARID4A/ROCK2/KDM1A/HDAC1/IMPDH1/RIPK1/SAP30L/PTGES3/S1PR1/ATP1A3/BRMS1/AP2A2/FKBP4/HSP90AB1/JAK2/VEGFA,24
REACTOME_1234158,Regulation of gene expression by Hypoxia-inducible Factor,-1.945041415069203,0.002356385175431802,0.1418791916154727,2033/405/10370/2056/7422,EP300/ARNT/CITED2/EPO/VEGFA,5
REACTOME_73863,RNA Polymerase I Transcription Termination,1.714020562727047,0.0025702282534826393,0.15078672420431483,30834/1022/9015/64425/284119/7343/5435/9013/7270/902/2966/9533/9014/84172/51082/25885/2967,POLR1H/CDK7/TAF1A/POLR1E/CAVIN1/UBTF/POLR2F/TAF1C/TTF1/CCNH/GTF2H2/POLR1C/TAF1B/POLR1B/POLR1D/POLR1A/GTF2H3,17
REACTOME_5334118,DNA methylation,-1.6205204834117921,0.0028829142962466634,0.164007420711699,8370/333932/8357/8335/8345/8367/8358/8355/126961/3014/554313,H4C14/H3C15/H3C10/H2AC4/H2BC9/H4C5/H3C2/H3C8/H3C14/H2AX/H4C15,11
REACTOME_5625886,Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,-1.6155304911836872,0.0029389441648512496,0.164007420711699,23028/8370/333932/8357/8335/8345/8367/8358/8355/126961/3014/554313,KDM1A/H4C14/H3C15/H3C10/H2AC4/H2BC9/H4C5/H3C2/H3C8/H3C14/H2AX/H4C15,12
REACTOME_8862803,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,-1.9209608812517807,0.0032752627877184978,0.17685110930198966,6648/7001/7531/4001/3725/4000/994/2801/2309/351/10018/824,SOD2/PRDX2/YWHAE/LMNB1/JUN/LMNA/CDC25B/GOLGA2/FOXO3/APP/BCL2L11/CAPN2,12
REACTOME_73980,RNA Polymerase III Transcription Termination,1.732078961351629,0.0033236878059377424,0.17685110930198966,27297/51728/171568/10623/55703/11128/55718/5435/4782/661/9533,CRCP/POLR3K/POLR3H/POLR3C/POLR3B/POLR3A/POLR3E/POLR2F/NFIC/POLR3D/POLR1C,11
REACTOME_73780,RNA Polymerase III Chain Elongation,1.7936351058483768,0.0034096917022919,0.1773039685191788,27297/51728/171568/10623/55703/11128/55718/5435,CRCP/POLR3K/POLR3H/POLR3C/POLR3B/POLR3A/POLR3E/POLR2F,8
REACTOME_350054,Notch-HLH transcription pathway,-1.810326563118421,0.0037524533925516568,0.18609909267996194,10013/8841/3065/55869/83933/4855/4851/22938/84441,HDAC6/HDAC3/HDAC1/HDAC8/HDAC10/NOTCH4/NOTCH1/SNW1/MAML2,9
REACTOME_4551638,SUMOylation of chromatin organization proteins,-1.54022989410418,0.003797050383512321,0.18609909267996194,8368/6396/84733/23314/23225/7329/23636/8086/6045/9883/8370/3065/1912/8367/23512/23165/5903/554313,H4C13/SEC13/CBX2/SATB2/NUP210/UBE2I/NUP62/AAAS/RNF2/POM121/H4C14/HDAC1/PHC2/H4C5/SUZ12/NUP205/RANBP2/H4C15,18
REACTOME_9694631,Maturation of nucleoprotein,-1.89957336197679,0.003822839753478239,0.18609909267996194,7329/56965/54625/83666/2931/79668,UBE2I/PARP6/PARP14/PARP9/GSK3A/PARP8,6
PID_RAS_PATHWAY,RAS PATHWAY,-1.7892995322163388,0.004365785282627452,0.20810243180524188,5923/2885/3845/9610/5921/816/3956/5578/5581/10125/5924,RASGRF1/GRB2/KRAS/RIN1/RASA1/CAMK2B/LGALS1/PRKCA/PRKCE/RASGRP1/RASGRF2,11
REACTOME_9710421,Defective pyroptosis,-1.5557114522936906,0.004606675762951127,0.2111029730512355,8370/333932/8357/8335/8345/8367/8358/23512/8355/126961/3014/554313,H4C14/H3C15/H3C10/H2AC4/H2BC9/H4C5/H3C2/SUZ12/H3C8/H3C14/H2AX/H4C15,12
REACTOME_2122947,NOTCH1 Intracellular Domain Regulates Transcription,-1.7349870702392087,0.004656913881509854,0.2111029730512355,8454/10013/8841/3065/55869/83933/1024/26508/23462/4851/23493/22938/84441,CUL1/HDAC6/HDAC3/HDAC1/HDAC8/HDAC10/CDK8/HEYL/HEY1/NOTCH1/HEY2/SNW1/MAML2,13
REACTOME_2299718,Condensation of Prophase Chromosomes,-1.573574346289761,0.004705529556649043,0.2111029730512355,8370/333932/8357/8335/8345/8290/8367/8358/8355/126961/23310/3014/554313,H4C14/H3C15/H3C10/H2AC4/H2BC9/H3-4/H4C5/H3C2/H3C8/H3C14/NCAPD3/H2AX/H4C15,13
REACTOME_427389,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,-1.5146652073273366,0.00494277769761791,0.21748221869518805,2074/8370/333932/8357/3065/8335/8345/8367/8358/8355/126961/3014/554313,ERCC6/H4C14/H3C15/H3C10/HDAC1/H2AC4/H2BC9/H4C5/H3C2/H3C8/H3C14/H2AX/H4C15,13
REACTOME_73856,RNA Polymerase II Transcription Termination,1.6265103925749482,0.0051623921238087385,0.22285949394857346,10921/8189/10898/55339/51585/4686/6427/6636/81608/9877/4116/84321/11051/10914/1479/6432/51213/65109/7307/9295/57187/1477/8563/23283/6634/22794/6431,RNPS1/SYMPK/CPSF4/WDR33/PCF11/NCBP1/SRSF2/SNRPF/FIP1L1/ZC3H11A/MAGOH/THOC3/NUDT21/PAPOLA/CSTF3/SRSF7/LUZP4/UPF3B/U2AF1/SRSF11/THOC2/CSTF1/THOC5/CSTF2T/SNRPD3/CASC3/SRSF6,27
REACTOME_3371511,HSF1 activation,-1.9558899420280131,0.005519215231759053,0.23385119352342063,3320/1915/7531/3281/6117/10013/3297/10728/7415/3326,HSP90AA1/EEF1A1/YWHAE/HSBP1/RPA1/HDAC6/HSF1/PTGES3/VCP/HSP90AB1,10
REACTOME_77595,Processing of Intronless Pre-mRNAs,1.7279526104641927,0.006853058484633197,0.2814654162856171,8189/10898/55339/51585/4686/81608/11051/10914/1479,SYMPK/CPSF4/WDR33/PCF11/NCBP1/FIP1L1/NUDT21/PAPOLA/CSTF3,9
KEGG_hsa00120,Primary bile acid biosynthesis,-1.8125185108116317,0.006889013685312307,0.2814654162856171,51302/10998/1593/1109/1582/9023/8309/570/23600/9420/6342,CYP39A1/SLC27A5/CYP27A1/AKR1C4/CYP8B1/CH25H/ACOX2/BAAT/AMACR/CYP7B1/SCP2,11
REACTOME_75893,TNF signaling,-1.8968930588326252,0.007023925659673954,0.28194284051463164,7132/8717/9530/8737,TNFRSF1A/TRADD/BAG4/RIPK1,4
REACTOME_912446,Meiotic recombination,-1.5123238947783963,0.007410685135816327,0.29233875156461653,4439/6117/5888/8370/333932/8357/8335/8345/8290/8367/8358/8355/7156/126961/3014/554313,MSH5/RPA1/RAD51/H4C14/H3C15/H3C10/H2AC4/H2BC9/H3-4/H4C5/H3C2/H3C8/TOP3A/H3C14/H2AX/H4C15,16
REACTOME_113418,Formation of the Early Elongation Complex,1.6723735319168411,0.007815803810049737,0.29286863671086744,1022/4686/6827/6829/5431/5435/902/51497/9150/2963/2966/25920/7469,CDK7/NCBP1/SUPT4H1/SUPT5H/POLR2B/POLR2F/CCNH/NELFCD/CTDP1/GTF2F2/GTF2H2/NELFB/NELFA,13
REACTOME_167158,Formation of the HIV-1 Early Elongation Complex,1.6723735319168411,0.007815803810049737,0.29286863671086744,1022/4686/6827/6829/5431/5435/902/51497/9150/2963/2966/25920/7469,CDK7/NCBP1/SUPT4H1/SUPT5H/POLR2B/POLR2F/CCNH/NELFCD/CTDP1/GTF2F2/GTF2H2/NELFB/NELFA,13
REACTOME_76071,RNA Polymerase III Transcription Initiation From Type 3 Promoter,1.6051621688018765,0.007815803810049737,0.29286863671086744,27297/51728/171568/10623/55703/11128/55718/55814/5435/6617/661/9533/6618/84265/51082,CRCP/POLR3K/POLR3H/POLR3C/POLR3B/POLR3A/POLR3E/BDP1/POLR2F/SNAPC1/POLR3D/POLR1C/SNAPC2/POLR3GL/POLR1D,15
REACTOME_400206,Regulation of lipid metabolism by PPARalpha,-1.7440569046055852,0.007936125645137142,0.29286863671086744,25942/5465/9611/9612/10499/85441/6256/8841/10498/23309,SIN3A/PPARA/NCOR1/NCOR2/NCOA2/HELZ2/RXRA/HDAC3/CARM1/SIN3B,10
REACTOME_1912399,Pre-NOTCH Processing in the Endoplasmic Reticulum,-1.8508901514891916,0.00820338247598105,0.29792601754039116,4855/23509/4851,NOTCH4/POFUT1/NOTCH1,3
REACTOME_167200,Formation of HIV-1 elongation complex containing HIV-1 Tat,1.6117269482253114,0.008496559869273473,0.3003486401019746,1022/4686/162699/6827/6829/5431/5435/902/51497/9150/2963/6923/2966/25920/7469/51224,CDK7/NCBP1/ELOA3P/SUPT4H1/SUPT5H/POLR2B/POLR2F/CCNH/NELFCD/CTDP1/GTF2F2/ELOB/GTF2H2/NELFB/NELFA/ELOA2,16
REACTOME_3928663,EPHA-mediated growth cone collapse,-1.6594075272807145,0.008532631821078824,0.3003486401019746,25791/1943/103910/4627/10398/2043/9475/2042/387/2045/1969/1945/4628,NGEF/EFNA2/MYL12B/MYH9/MYL9/EPHA4/ROCK2/EPHA3/RHOA/EPHA7/EPHA2/EFNA4/MYH10,13
REACTOME_381038,XBP1(S) activates chaperone genes,-1.6302995922027075,0.009024842896469097,0.3128612204109287,10106/9570/5526/51726/84447/22872/4000/7494/6745/7466/2134/6464/1663/118/37/9695/56005/2137/2931,CTDSP2/GOSR2/PPP2R5B/DNAJB11/SYVN1/SEC31A/LMNA/XBP1/SSR1/WFS1/EXTL1/SHC1/DDX11/ADD1/ACADVL/EDEM1/MYDGF/EXTL3/GSK3A,19
REACTOME_9013695,NOTCH4 Intracellular Domain Regulates Transcription,-1.7194725957367891,0.009849772365715445,0.3349328561796665,4088/4855/23462/4851/23493/22938/84441,SMAD3/NOTCH4/HEY1/NOTCH1/HEY2/SNW1/MAML2,7
REACTOME_6811436,COPI-independent Golgi-to-ER retrograde traffic,-1.5454766874150645,0.009971022972808372,0.3349328561796665,84617/5321/5050/5049/1781/140735/51560/56894/2589/112714/1780/11258/1778/84790/55860/7846/347688/7277/10121/51143/10540/10381/1783,TUBB6/PLA2G4A/PAFAH1B3/PAFAH1B2/DYNC1I2/DYNLL2/RAB6B/AGPAT3/GALNT1/TUBA3E/DYNC1I1/DCTN3/DYNC1H1/TUBA1C/ACTR10/TUBA1A/TUBB8/TUBA4A/ACTR1A/DYNC1LI1/DCTN2/TUBB3/DYNC1LI2,23
REACTOME_2559586,DNA Damage/Telomere Stress Induced Senescence,-1.4951913662317386,0.01019916147363328,0.3349328561796665,8364/1027/7157/472/57634/8368/65057/26277/1026/8370/9134/8335/8345/8290/8367/890/3014/554313,H4C3/CDKN1B/TP53/ATM/EP400/H4C13/ACD/TINF2/CDKN1A/H4C14/CCNE2/H2AC4/H2BC9/H3-4/H4C5/CCNA2/H2AX/H4C15,18
REACTOME_8851680,Butyrophilin (BTN) family interactions,-1.819115971457207,0.010247071648853434,0.3349328561796665,10385/11118/696/7498/11120/79908/153579,BTN2A2/BTN3A2/BTN1A1/XDH/BTN2A1/BTNL8/BTNL9,7
REACTOME_9609736,Assembly and cell surface presentation of NMDA receptors,-1.6283323251136943,0.010450513649269588,0.3367714821060397,815/2904/817/2905/112714/84790/7846/347688/7277/816/116444/64130/10381,CAMK2A/GRIN2B/CAMK2D/GRIN2C/TUBA3E/TUBA1C/TUBA1A/TUBB8/TUBA4A/CAMK2B/GRIN3B/LIN7B/TUBB3,13
