Gene_ID,sgrna_ID,sgrna_lfc
ARMS2,HGLibA_03060,-0.55612
ARMS2,HGLibA_03059,-0.19274
RPS15,HGLibA_42076,-1.3211
RPS15,HGLibB_42024,-1.6848
RPS15,HGLibA_42077,-2.2911
RPS15,HGLibA_42078,-0.70288
S100A13,HGLibB_42488,-2.0038
S100A13,HGLibA_42543,-0.88015
S100A13,HGLibA_42542,-1.1349
S100A13,HGLibA_42541,-3.1856
NCAPD3,HGLibA_31265,-1.3123
NCAPD3,HGLibB_31225,-0.97554
NCAPD3,HGLibA_31267,-1.0203
NCAPD3,HGLibA_31266,-1.0166
NCAPD3,HGLibB_31223,-0.48879
HIST2H3C,HGLibA_21544,-0.99592
TOMM34,HGLibB_50902,-1.0744
TOMM34,HGLibB_50900,-1.014
TOMM34,HGLibA_50965,-0.94085
TOMM34,HGLibA_50964,-3.0531
TOMM34,HGLibA_50963,-0.38334
OLFM3,HGLibB_33305,-1.277
OLFM3,HGLibA_33349,-0.76106
OLFM3,HGLibA_33350,-1.272
OLFM3,HGLibA_33351,-1.1649
OLFM3,HGLibB_33306,-0.35643
EOGT,HGLibA_15225,-2.0907
EOGT,HGLibA_15223,-1.1854
EOGT,HGLibB_15203,-0.73256
EOGT,HGLibB_15202,-1.3462
EOGT,HGLibB_15201,-0.25133
EOGT,HGLibA_15224,-0.26588
NPRL2,HGLibB_32473,-1.3791
NPRL2,HGLibA_32517,-1.4877
NPRL2,HGLibA_32516,-0.8781
NPRL2,HGLibA_32518,-1.0384
NPRL2,HGLibB_32472,-0.24815
NOX1,HGLibA_32369,-3.8688
NOX1,HGLibB_32325,-1.1323
NOX1,HGLibB_32327,-0.78067
NOX1,HGLibA_32370,-1.3566
NOX1,HGLibB_32326,-0.37398
PRAMEF11,HGLibA_38284,-1.4143
PRAMEF11,HGLibB_38235,-1.718
PRAMEF11,HGLibA_38285,-0.95298
PRAMEF11,HGLibA_38283,-0.31974
CCDC43,HGLibA_07786,-1.474
CCDC43,HGLibA_07787,-1.0329
CCDC43,HGLibA_07788,-1.3292
CCDC43,HGLibB_07781,-0.87111
CCDC43,HGLibB_07782,-0.08788
C5orf46,HGLibA_06390,-3.4125
C5orf46,HGLibA_06389,-5.0874
C5orf46,HGLibB_06386,-1.2265
C5orf46,HGLibB_06384,-0.49885
C5orf46,HGLibA_06388,-0.67577
MAML2,HGLibA_28047,-0.77318
MAML2,HGLibA_28045,-1.3195
MAML2,HGLibB_28006,-1.4091
MAML2,HGLibB_28004,-1.1247
CLDN4,HGLibA_09898,-1.7266
CLDN4,HGLibB_09889,-0.50147
CLDN4,HGLibB_09888,-1.0004
CLDN4,HGLibA_09899,-1.9885
CLDN4,HGLibA_09897,-0.89588
CLDN4,HGLibB_09890,-0.012344
ELMOD1,HGLibA_14939,-1.0517
ELMOD1,HGLibB_14916,-1.1676
ELMOD1,HGLibB_14917,-1.0791
ELMOD1,HGLibA_14940,-0.83433
ELMOD1,HGLibA_14938,-0.31528
ELMOD1,HGLibB_14918,-0.091018
ZBTB24,HGLibB_54779,-0.87736
ZBTB24,HGLibA_54847,-1.0085
ZBTB24,HGLibA_54846,-2.2721
ZBTB24,HGLibB_54781,-1.9031
ZBTB24,HGLibB_54780,-0.48255
TOP3A,HGLibA_51000,-0.95286
TOP3A,HGLibA_50999,-3.9017
TOP3A,HGLibB_50936,-0.92439
TOP3A,HGLibA_51001,-1.253
TOP3A,HGLibB_50938,-0.44701
FEM1B,HGLibB_17253,-1.2277
FEM1B,HGLibA_17276,-2.34
FEM1B,HGLibB_17254,-0.92377
FEM1B,HGLibB_17252,-0.5196
FEM1B,HGLibA_17277,-0.95337
P4HB,HGLibA_34908,-0.90968
P4HB,HGLibB_34862,-1.0091
P4HB,HGLibB_34864,-0.52312
P4HB,HGLibA_34909,-1.0278
P4HB,HGLibA_34910,-0.96664
P4HB,HGLibB_34863,-0.62451
HIST1H3G,HGLibB_21445,-1.1624
HIST1H3G,HGLibA_21473,-0.70693
HIST1H3G,HGLibB_21447,-0.64521
HIST1H3G,HGLibA_21474,-2.8072
HIST1H3G,HGLibA_21475,-1.8588
ARHGEF40,HGLibB_02864,-1.0154
ARHGEF40,HGLibA_02866,-0.98851
ARHGEF40,HGLibA_02867,-1.1442
ARHGEF40,HGLibA_02868,-0.87401
ARHGEF40,HGLibB_02866,-0.074605
INTS9,HGLibB_23404,-1.2395
INTS9,HGLibB_23405,-2.3716
INTS9,HGLibA_23436,-0.84209
INTS9,HGLibA_23435,-1.0102
KLF2,HGLibB_25032,-1.2102
KLF2,HGLibA_25065,-1.1658
KLF2,HGLibB_25030,-2.3789
KLF2,HGLibB_25031,-0.57123
KLF2,HGLibA_25067,-0.68588
KLF2,HGLibA_25066,-0.053936
BDKRB2,HGLibB_04382,-2.8072
BDKRB2,HGLibB_04380,-5.8598
BDKRB2,HGLibA_04382,-1.4548
BDKRB2,HGLibA_04383,-0.3966
ICAM1,HGLibA_22495,-2.3118
ICAM1,HGLibB_22464,-1.6044
ICAM1,HGLibB_22462,-2.1211
ICAM1,HGLibA_22493,-0.24089
RPL15,HGLibA_41876,-1.0865
RPL15,HGLibA_41878,-2.4272
RPL15,HGLibB_41825,-0.75607
RPL15,HGLibB_41824,-1.8941
RPL15,HGLibB_41823,-0.091286
RPL15,HGLibA_41877,-0.048738
GPR37L1,HGLibB_20006,-1.8808
GPR37L1,HGLibA_20036,-1.1167
GPR37L1,HGLibA_20034,-1.4247
GPR37L1,HGLibA_20035,-0.72068
GPR37L1,HGLibB_20008,-0.15848
IGF2BP2,HGLibA_22804,-1.0916
IGF2BP2,HGLibA_22802,-1.6823
IGF2BP2,HGLibA_22803,-1.0428
IGF2BP2,HGLibB_22771,-0.79399
IGF2BP2,HGLibB_22773,-0.014
TP53AIP1,HGLibB_50988,-1.939
TP53AIP1,HGLibA_51050,-0.89222
TP53AIP1,HGLibB_50989,-1.0649
TP53AIP1,HGLibA_51052,-0.93548
AKT1S1,HGLibB_01507,-1.2684
AKT1S1,HGLibA_01508,-0.99811
AKT1S1,HGLibB_01506,-1.1966
AKT1S1,HGLibA_01509,-0.82672
AKT1S1,HGLibA_01507,-0.77453
FAM104A,HGLibB_15966,-0.82997
FAM104A,HGLibB_15967,-0.99149
FAM104A,HGLibA_15987,-1.0279
FAM104A,HGLibA_15989,-2.8035
FAM104A,HGLibA_15988,-0.54229
TRPT1,HGLibB_51713,-0.92197
TRPT1,HGLibB_51715,-1.2118
TRPT1,HGLibA_51778,-0.8979
TRPT1,HGLibB_51714,-1.0059
TRPT1,HGLibA_51780,-0.28978
KCNG4,HGLibB_24172,-2.6423
KCNG4,HGLibA_24206,-1.0804
KCNG4,HGLibA_24207,-1.1071
KCNG4,HGLibB_24173,-0.73324
ABCA4,HGLibB_00114,-3.0341
ABCA4,HGLibA_00112,-0.90312
ABCA4,HGLibA_00114,-0.90884
ABCA4,HGLibA_00113,-0.90977
ABCA4,HGLibB_00113,-0.34802
ABCA4,HGLibB_00112,-0.23602
CACNB3,HGLibA_06924,-1.6137
CACNB3,HGLibB_06919,-3.1563
CACNB3,HGLibB_06918,-0.96634
CACNB3,HGLibA_06923,-0.83082
CACNB3,HGLibB_06917,-0.3775
SLC25A3,HGLibA_44700,-0.78726
SLC25A3,HGLibA_44698,-1.0041
SLC25A3,HGLibB_44645,-2.2795
SLC25A3,HGLibB_44646,-1.2142
NBL1,HGLibB_31174,-0.89293
NBL1,HGLibB_31173,-1.3623
NBL1,HGLibA_31216,-0.035646
PLEKHA6,HGLibB_37029,-1.5285
PLEKHA6,HGLibB_37030,-1.0818
PLEKHA6,HGLibB_37031,-1.5132
PLEKHA6,HGLibA_37077,-0.69738
PLEKHA6,HGLibA_37076,-0.25206
RBM47,HGLibA_40565,-1.0654
RBM47,HGLibA_40566,-1.6653
RBM47,HGLibB_40516,-1.0334
RBM47,HGLibB_40514,-0.72649
NUP205,HGLibB_32991,-1.4262
NUP205,HGLibA_33035,-1.538
NUP205,HGLibA_33037,-1.129
NUP205,HGLibB_32993,-0.63078
NUP205,HGLibB_32992,-0.37442
MLLT4,HGLibB_29379,-1.144
MLLT4,HGLibB_29378,-1.159
MLLT4,HGLibA_29419,-1.1088
MLLT4,HGLibA_29421,-0.64684
CILP,HGLibB_09701,-0.88196
CILP,HGLibB_09699,-1.7702
CILP,HGLibA_09709,-1.0816
CILP,HGLibA_09710,-0.86758
TUBB3,HGLibA_52283,-1.575
TUBB3,HGLibB_52216,-0.58643
TUBB3,HGLibA_52282,-1.1556
TUBB3,HGLibB_52218,-1.2087
TUBB3,HGLibA_52281,-0.51401
TUBB3,HGLibB_52217,-0.22732
BMF,HGLibA_04584,-1.453
BMF,HGLibB_04581,-0.59336
BMF,HGLibA_04585,-1.1465
BMF,HGLibA_04583,-2.5558
BMF,HGLibB_04583,-0.02648
ZNF274,HGLibB_55645,-0.96287
ZNF274,HGLibA_55710,-1.5422
ZNF274,HGLibB_55644,-0.77164
ZNF274,HGLibB_55643,-1.1736
ZNF274,HGLibA_55711,-0.10361
NUCB2,HGLibB_32868,-1.7795
NUCB2,HGLibB_32870,-0.90698
NUCB2,HGLibA_32913,-0.86223
NUCB2,HGLibA_32912,-0.86753
CDH22,HGLibB_08657,-0.969
CDH22,HGLibA_08666,-1.5889
CDH22,HGLibB_08659,-1.2429
CDH22,HGLibB_08658,-0.74871
CDH22,HGLibA_08665,-0.7575
CDH22,HGLibA_08664,-0.47911
PCDHA2,HGLibB_35391,-1.748
DYSF,HGLibB_14265,-1.0716
DYSF,HGLibA_14287,-1.1247
DYSF,HGLibB_14264,-1.1783
DYSF,HGLibB_14263,-0.64669
MAPK4,HGLibB_28234,-1.5092
MAPK4,HGLibA_28274,-1.8121
MAPK4,HGLibA_28275,-1.1334
MAPK4,HGLibB_28233,-0.58113
DHRS2,HGLibA_13130,-0.97882
DHRS2,HGLibB_13112,-1.3371
DHRS2,HGLibA_13129,-0.90082
DHRS2,HGLibB_13111,-0.81284
MAP2K7,HGLibB_28115,-0.95545
MAP2K7,HGLibA_28156,-1.4824
MAP2K7,HGLibA_28157,-1.0552
MAP2K7,HGLibB_28117,-0.49369
MAP2K7,HGLibB_28116,-0.75756
EPO,HGLibB_15327,-0.94832
EPO,HGLibA_15350,-1.5011
EPO,HGLibB_15329,-0.76439
EPO,HGLibA_15349,-0.97517
RCC2,HGLibA_40687,-2.0184
RCC2,HGLibB_40634,-1.1727
RCC2,HGLibA_40686,-3.8222
RCC2,HGLibA_40685,-0.26505
RCC2,HGLibB_40635,-0.53904
TMEM56,HGLibB_50391,-0.93361
TMEM56,HGLibA_50449,-0.9812
TMEM56,HGLibA_50451,-1.0013
TMEM56,HGLibB_50389,-0.76714
TCF20,HGLibA_48770,-1.1579
TCF20,HGLibB_48711,-0.9606
TCF20,HGLibA_48771,-1.3534
TCF20,HGLibB_48712,-0.73493
NEUROG2,HGLibA_31750,-1.2688
NEUROG2,HGLibB_31707,-0.77432
NEUROG2,HGLibA_31749,-3.2571
NEUROG2,HGLibB_31706,-0.91967
OR51V1,HGLibA_34136,-1.5012
OR51V1,HGLibB_34092,-1.1463
OR51V1,HGLibA_34135,-0.79784
OR51V1,HGLibA_34137,-0.89591
OR51V1,HGLibB_34090,-0.087162
RPL41,HGLibA_41984,-1.3503
RPL41,HGLibA_41985,-2.5358
RPL41,HGLibB_41931,-0.34121
C1orf141,HGLibA_05770,-1.6277
C1orf141,HGLibB_05768,-0.94342
C1orf141,HGLibA_05771,-0.89532
C1orf141,HGLibB_05766,-0.79499
C1orf141,HGLibA_05772,-0.092816
C1orf141,HGLibB_05767,-0.11378
ROBO1,HGLibA_41732,-1.2179
ROBO1,HGLibA_41734,-1.8072
ROBO1,HGLibA_41733,-1.1272
ROBO1,HGLibB_41682,-0.55826
POLH,HGLibA_37529,-1.1555
POLH,HGLibA_37528,-1.7187
POLH,HGLibB_37479,-1.0627
POLH,HGLibA_37527,-0.61203
NKAIN1,HGLibB_31946,-1.0291
NKAIN1,HGLibA_31988,-0.84123
NKAIN1,HGLibA_31989,-1.5176
NKAIN1,HGLibB_31945,-0.82157
CHMP4C,HGLibA_09492,-1.6632
CHMP4C,HGLibB_09483,-1.3328
CHMP4C,HGLibB_09485,-2.3189
CHMP4C,HGLibA_09493,-0.3279
PTGDR2,HGLibB_39259,-0.78368
PTGDR2,HGLibA_39308,-1.2362
PTGDR2,HGLibA_39306,-1.3513
PTGDR2,HGLibB_39257,-0.87483
TUT1,HGLibA_52355,-1.2313
TUT1,HGLibB_52289,-1.2595
TUT1,HGLibA_52353,-1.3479
TUT1,HGLibA_52354,-0.42572
SLC17A4,HGLibB_44414,-1.1733
SLC17A4,HGLibB_44416,-1.1758
SLC17A4,HGLibA_44467,-1.0189
SLC17A4,HGLibA_44468,-0.63621
SLC17A4,HGLibA_44469,-0.3656
TMEM110,HGLibA_49874,-1.5239
TMEM110,HGLibB_49815,-0.68336
TMEM110,HGLibB_49813,-0.96779
TMEM110,HGLibA_49875,-0.55649
TMEM110,HGLibA_49873,-2.2867
ARHGDIG,HGLibB_02798,-1.1036
ARHGDIG,HGLibA_02802,-1.0875
ARHGDIG,HGLibA_02800,-1.0037
ARHGDIG,HGLibA_02801,-0.64538
ARHGDIG,HGLibB_02800,-0.028827
TBC1D3H,HGLibA_48553,-0.82429
WLS,HGLibA_54330,-1.154
WLS,HGLibB_54265,-1.2059
WLS,HGLibB_54266,-0.85833
WLS,HGLibA_54331,-0.78931
WLS,HGLibA_54332,-0.73857
MYH10,HGLibB_30664,-0.9529
MYH10,HGLibA_30705,-1.3266
MYH10,HGLibA_30707,-0.69304
MYH10,HGLibA_30706,-1.0997
ULK4,HGLibA_52976,-2.5764
ULK4,HGLibA_52975,-0.79672
ULK4,HGLibB_52909,-0.99609
ULK4,HGLibB_52911,-0.83929
ZNF813,HGLibA_56805,-1.4434
ZNF813,HGLibB_56740,-0.81627
C1orf86,HGLibA_05900,-1.0601
C1orf86,HGLibB_05895,-1.7873
C1orf86,HGLibB_05897,-1.2586
C1orf86,HGLibB_05896,-0.57201
TRIM74,HGLibA_51610,-0.81585
TRIM74,HGLibA_51608,-1.0333
XAF1,HGLibB_54396,-1.1371
XAF1,HGLibA_54464,-1.4354
XAF1,HGLibA_54463,-0.98715
XAF1,HGLibB_54395,-0.64144
SPPL2C,HGLibA_46780,-2.2856
SPPL2C,HGLibB_46724,-1.044
SPPL2C,HGLibA_46782,-1.7894
SPPL2C,HGLibB_46723,-0.58236
SPPL2C,HGLibB_46725,-0.29819
SCP2,HGLibB_42982,-2.8822
SCP2,HGLibA_43033,-1.1262
SCP2,HGLibA_43035,-1.0659
SCP2,HGLibB_42981,-0.55964
SUZ12,HGLibB_47815,-2.7586
SUZ12,HGLibA_47870,-1.2136
SUZ12,HGLibA_47871,-1.1428
SUZ12,HGLibB_47814,-0.48144
SLC22A3,HGLibA_44581,-0.8774
SLC22A3,HGLibA_44583,-0.74593
SLC22A3,HGLibB_44529,-1.2433
SLC22A3,HGLibA_44582,-1.1605
SLC22A3,HGLibB_44530,-0.43224
PARP8,HGLibA_35243,-1.2047
PARP8,HGLibA_35245,-0.91959
PARP8,HGLibA_35244,-1.1193
PARP8,HGLibB_35197,-0.70107
HMX3,HGLibB_21735,-0.65348
HMX3,HGLibA_21766,-1.154
HMX3,HGLibA_21764,-2.0301
HMX3,HGLibB_21737,-0.47812
HMX3,HGLibB_21736,-0.96675
VKORC1,HGLibB_53610,-1.3261
VKORC1,HGLibB_53611,-1.1981
VKORC1,HGLibB_53612,-0.42211
VKORC1,HGLibA_53677,-1.7926
SF3B4,HGLibB_43658,-2.4615
SF3B4,HGLibB_43659,-0.71136
SF3B4,HGLibA_43711,-2.7756
SF3B4,HGLibA_43712,-0.90545
KLHL41,HGLibA_25211,-2.9061
KLHL41,HGLibA_25209,-1.5583
KLHL41,HGLibB_25175,-0.96542
KLHL41,HGLibA_25210,-0.65119
RP1L1,HGLibB_41737,-1.1271
RP1L1,HGLibB_41739,-1.2128
RP1L1,HGLibB_41738,-1.144
RP1L1,HGLibA_41790,-0.48883
RP1L1,HGLibA_41789,-0.18553
KCNA5,HGLibB_24104,-1.0815
KCNA5,HGLibB_24103,-2.1613
KCNA5,HGLibB_24105,-0.53469
KCNA5,HGLibA_24139,-1.08
KCNA5,HGLibA_24137,-0.42785
C11orf96,HGLibB_05217,-1.5087
C11orf96,HGLibA_05219,-1.0409
C11orf96,HGLibA_05221,-0.57291
C11orf96,HGLibA_05220,-1.0524
C11orf96,HGLibB_05216,-0.15171
PML,HGLibA_37312,-1.5018
PML,HGLibA_37311,-1.3084
PML,HGLibA_37313,-0.55195
PML,HGLibB_37264,-1.0595
PML,HGLibB_37262,-0.21913
TXNIP,HGLibA_52433,-1.4719
TXNIP,HGLibA_52432,-1.462
TXNIP,HGLibB_52366,-0.75144
TXNIP,HGLibA_52431,-0.85432
TXNIP,HGLibB_52367,-0.047521
NFYC,HGLibA_31860,-1.3219
NFYC,HGLibA_31861,-4.1232
NFYC,HGLibB_31816,-0.77744
NFYC,HGLibB_31818,-0.62263
NFYC,HGLibA_31859,-0.826
MRFAP1,HGLibA_29829,-1.3998
MRFAP1,HGLibB_29787,-0.59153
MRFAP1,HGLibA_29827,-1.0085
MRFAP1,HGLibB_29786,-1.213
MRFAP1,HGLibB_29788,-0.15832
PROCR,HGLibB_38607,-2.155
PROCR,HGLibA_38656,-2.1522
PROCR,HGLibA_38657,-0.83892
PROCR,HGLibB_38608,-0.7549
PROCR,HGLibB_38606,-0.29777
C11orf42,HGLibB_05134,-0.69579
C11orf42,HGLibB_05135,-1.7369
C11orf42,HGLibA_05138,-0.89599
C11orf42,HGLibA_05140,-1.0974
C11orf42,HGLibA_05139,-0.34454
HNF4A,HGLibA_21781,-1.283
HNF4A,HGLibB_21750,-1.611
HNF4A,HGLibA_21780,-0.63399
HNF4A,HGLibA_21779,-0.95567
HNF4A,HGLibB_21752,-0.38232
TINAG,HGLibB_49487,-1.3889
TINAG,HGLibA_49548,-2.0609
TINAG,HGLibA_49546,-1.2233
TINAG,HGLibB_49486,-0.36534
DOK2,HGLibB_13748,-0.85385
DOK2,HGLibA_13769,-0.79465
DOK2,HGLibA_13770,-0.92312
DOK2,HGLibB_13750,-0.79184
DOK2,HGLibA_13771,-0.24152
DOK2,HGLibB_13749,-0.085042
GOLGA6L4,HGLibB_19599,-1.2414
GOLGA6L4,HGLibA_19626,-1.3887
GOLGA6L4,HGLibA_19624,-0.34244
GOLGA6L4,HGLibA_19625,-0.30614
MLIP,HGLibA_29387,-1.5863
MLIP,HGLibB_29345,-0.83195
MLIP,HGLibB_29347,-1.1984
MLIP,HGLibA_29388,-0.75008
MLIP,HGLibB_29346,-0.085764
TMEM119,HGLibB_49831,-0.76378
TMEM119,HGLibB_49833,-0.81518
TMEM119,HGLibB_49832,-0.85105
TMEM119,HGLibA_49893,-0.88905
TMEM119,HGLibA_49891,-0.18275
TAF6L,HGLibB_48190,-1.6331
TAF6L,HGLibA_48248,-2.213
TAF6L,HGLibA_48249,-2.4561
MAPK11,HGLibB_28211,-1.0568
MAPK11,HGLibB_28213,-0.78361
MAPK11,HGLibB_28212,-0.79399
MAPK11,HGLibA_28254,-0.95944
MAPK11,HGLibA_28253,-0.14067
TNFRSF11B,HGLibA_50748,-1.5352
TNFRSF11B,HGLibA_50747,-1.8388
TNFRSF11B,HGLibA_50749,-1.4607
TNFRSF11B,HGLibB_50687,-0.11394
VILL,HGLibA_53653,-1.7794
VILL,HGLibB_53586,-0.75335
VILL,HGLibB_53587,-0.82106
VILL,HGLibA_53652,-0.38478
VILL,HGLibA_53654,-0.91433
C2orf54,HGLibB_06145,-0.6322
C2orf54,HGLibB_06146,-1.5686
C2orf54,HGLibA_06149,-2.8287
C2orf54,HGLibA_06148,-0.94106
C2orf54,HGLibB_06144,-0.076982
CASS4,HGLibB_07338,-1.2027
CASS4,HGLibA_07344,-3.0771
CASS4,HGLibB_07337,-1.9726
CASS4,HGLibB_07336,-0.37046
TESC,HGLibA_49026,-1.2098
TESC,HGLibA_49024,-1.226
TESC,HGLibB_48966,-1.7846
TESC,HGLibB_48965,-0.36314
TESC,HGLibB_48967,-0.2859
TESC,HGLibA_49025,-0.24765
LHX6,HGLibB_26424,-1.0311
LHX6,HGLibA_26461,-0.77362
LHX6,HGLibA_26462,-0.79846
LHX6,HGLibA_26463,-0.84393
CATSPER1,HGLibA_07355,-1.1695
CATSPER1,HGLibA_07356,-2.1153
CATSPER1,HGLibA_07354,-0.83271
CATSPER1,HGLibB_07349,-0.73846
CATSPER1,HGLibB_07348,-0.3251
CATSPER1,HGLibB_07350,-0.22603
CLP1,HGLibB_10085,-1.6516
CLP1,HGLibB_10086,-2.8076
CLP1,HGLibA_10095,-1.2985
CLP1,HGLibB_10084,-0.27241
CREB3L2,HGLibB_11085,-1.5977
CREB3L2,HGLibB_11084,-1.4093
CREB3L2,HGLibA_11096,-1.1625
CREB3L2,HGLibB_11083,-0.40461
ITPRIPL2,HGLibB_23833,-0.81017
ITPRIPL2,HGLibA_23868,-0.8468
ITPRIPL2,HGLibA_23869,-0.95645
ITPRIPL2,HGLibB_23834,-0.75557
TLX1NB,HGLibB_49613,-1.4689
TLX1NB,HGLibA_49672,-1.2227
TLX1NB,HGLibA_49674,-1.2016
TLX1NB,HGLibB_49614,-0.36275
ZNF814,HGLibB_56741,-0.86862
ZNF814,HGLibA_56809,-1.4407
ZNF814,HGLibA_56808,-1.2959
ZNF814,HGLibB_56742,-0.69298
hsa-let-7c,HGLibA_57114,-1.0835
hsa-let-7c,HGLibA_57115,-1.1315
hsa-let-7c,HGLibA_57112,-0.47662
hsa-let-7c,HGLibA_57113,-0.44947
DSTYK,HGLibB_14026,-0.99689
DSTYK,HGLibB_14027,-1.1827
DSTYK,HGLibA_14050,-1
DSTYK,HGLibA_14049,-0.56157
GSK3A,HGLibB_20399,-1.1136
GSK3A,HGLibA_20428,-1.1037
GSK3A,HGLibA_20429,-0.81343
GSK3A,HGLibA_20427,-0.74386
GSK3A,HGLibB_20401,-0.16179
OR7A5,HGLibA_34462,-1.774
OR7A5,HGLibA_34463,-0.9481
OR7A5,HGLibB_34417,-0.53193
OR7A5,HGLibB_34419,-0.71784
OR7A5,HGLibB_34418,-0.83927
PCK1,HGLibA_35614,-0.91356
PCK1,HGLibB_35565,-4.1528
PCK1,HGLibA_35613,-2.4851
PCK1,HGLibB_35567,-0.64139
PCK1,HGLibB_35566,-0.051521
EFNA4,HGLibB_14568,-0.88352
EFNA4,HGLibB_14570,-0.90663
EFNA4,HGLibA_14590,-0.77487
EFNA4,HGLibA_14591,-0.77881
EFNA4,HGLibB_14569,-0.14502
ZNF674,HGLibB_56442,-1.4072
ZNF674,HGLibB_56441,-0.77679
