Gene_ID,sgrna_ID,sgrna_lfc
KRTAP10-10,HGLibB_25557,0.55228
KRTAP10-10,HGLibA_25595,1.1919
CACNB1,HGLibA_06916,4.2354
CACNB1,HGLibA_06918,0.75838
AK8,HGLibB_01395,0.58887
AK8,HGLibA_01396,1.2763
AK8,HGLibB_01396,0.5804
AK8,HGLibB_01394,0.52689
AK8,HGLibA_01398,1.8774
AK8,HGLibA_01397,0.3497
RWDD1,HGLibA_42480,1.9239
RWDD1,HGLibB_42427,1.2997
RWDD1,HGLibB_42425,1.2191
RWDD1,HGLibB_42426,1.0556
TXNL4A,HGLibA_52438,1.1593
TXNL4A,HGLibB_52374,1.5219
TXNL4A,HGLibA_52439,2.363
TXNL4A,HGLibA_52437,1.0949
TXNL4A,HGLibB_52373,0.023601
OTP,HGLibA_34750,2.8324
OTP,HGLibA_34751,3.244
OTP,HGLibA_34749,1.5402
OTP,HGLibB_34703,0.21874
CD86,HGLibA_08468,0.59508
CD86,HGLibB_08462,0.60632
CD86,HGLibA_08467,3.5693
CD86,HGLibB_08460,0.35982
CD86,HGLibB_08461,0.3263
CD86,HGLibA_08469,0.43325
IFNL1,HGLibB_22687,1.614
IFNL1,HGLibA_22720,1.3517
IFNL1,HGLibB_22689,1.6899
IFNL1,HGLibA_22719,1.1057
IFNL1,HGLibB_22688,1.4718
IFNL1,HGLibA_22718,0.040329
VPS33A,HGLibB_53698,0.84491
VPS33A,HGLibB_53699,1.6443
VPS33A,HGLibA_53764,0.92299
VPS33A,HGLibA_53765,1.5129
VPS33A,HGLibB_53697,0.55663
VPS33A,HGLibA_53763,0.10516
EFCAB9,HGLibA_14556,4.5942
EFCAB9,HGLibA_14554,1.0017
EFCAB9,HGLibB_14532,0.76364
GNAL,HGLibA_19461,1.448
GNAL,HGLibA_19459,1.1992
GNAL,HGLibB_19435,1.2409
GNAL,HGLibA_19460,1.2842
GNAL,HGLibB_19433,0.69072
TLN2,HGLibB_49576,0.70779
TLN2,HGLibA_49638,1.1376
TLN2,HGLibA_49636,1.3223
TLN2,HGLibB_49578,0.88437
TLN2,HGLibB_49577,0.59699
MYO1H,HGLibA_30840,0.75672
MYO1H,HGLibB_30798,0.50141
MYO1H,HGLibA_30841,0.67813
MYO1H,HGLibA_30842,0.50894
MYO1H,HGLibB_30800,0.68158
MYO1H,HGLibB_30799,0.3905
ZNF79,HGLibA_56762,1.7414
ZNF79,HGLibA_56760,2.8017
ZNF79,HGLibA_56761,0.6842
ZNF79,HGLibB_56694,0.18588
ZNF706,HGLibB_56529,1.5672
ZNF706,HGLibA_56597,1.7013
ZNF706,HGLibA_56595,0.98989
ZNF706,HGLibB_56530,0.83471
ZNF706,HGLibA_56596,0.16983
RAD54B,HGLibA_40100,1.6889
RAD54B,HGLibB_40048,0.91312
RAD54B,HGLibB_40047,1.1688
RAD54B,HGLibA_40098,0.5525
FIBP,HGLibB_17480,2.0396
FIBP,HGLibB_17482,0.69396
FIBP,HGLibB_17481,0.69739
FIBP,HGLibA_17503,1.1594
FIBP,HGLibA_17505,0.88742
FIBP,HGLibA_17504,0.27773
ZFHX3,HGLibB_55107,4.4987
ZFHX3,HGLibA_55175,1.9522
ZFHX3,HGLibA_55174,1.9825
ZFHX3,HGLibB_55108,0.34355
ZFHX3,HGLibA_55173,0.15968
ITLN1,HGLibA_23822,1.846
ITLN1,HGLibA_23824,1.694
ITLN1,HGLibB_23788,0.89763
ITLN1,HGLibB_23789,0.64619
ITLN1,HGLibB_23790,0.33776
ITLN1,HGLibA_23823,0.047704
MPV17L2,HGLibA_29789,4.1712
MPV17L2,HGLibA_29790,1.8167
MPV17L2,HGLibB_29747,0.52236
MPV17L2,HGLibB_29748,0.32813
MPV17L2,HGLibA_29788,0.38481
UGT2B11,HGLibB_52851,0.65989
UGT2B11,HGLibA_52914,0.81641
UGT2B11,HGLibB_52850,1.503
UGT2B11,HGLibA_52915,0.77397
UGT2B11,HGLibB_52849,0.30211
LOC158434,HGLibB_26861,3.479
LOC158434,HGLibA_26900,3.0439
C9orf84,HGLibA_06763,1.5081
C9orf84,HGLibA_06764,2.6708
C9orf84,HGLibB_06759,0.53379
C9orf84,HGLibB_06760,0.85799
C9orf84,HGLibB_06758,0.62622
ITLN2,HGLibA_23825,2.4698
ITLN2,HGLibA_23827,1.7155
ITLN2,HGLibB_23791,0.061797
ZCCHC2,HGLibA_55027,2.0549
ZCCHC2,HGLibA_55026,1.0004
ZCCHC2,HGLibB_54960,1.117
ZCCHC2,HGLibB_54959,0.82345
ZCCHC2,HGLibB_54961,0.58808
ZCCHC2,HGLibA_55028,0.379
GJD2,HGLibA_19186,3.3761
GJD2,HGLibB_19162,0.2994
GJD2,HGLibA_19188,0.79372
MRPS17,HGLibA_30046,1.0821
MRPS17,HGLibA_30047,0.80711
MRPS17,HGLibB_30006,0.41474
MRPS17,HGLibB_30007,0.6042
MRPS17,HGLibB_30005,0.31051
POLA1,HGLibB_37433,1.3235
POLA1,HGLibB_37434,1.3467
POLA1,HGLibA_37482,1.4807
POLA1,HGLibB_37435,1.0763
POLA1,HGLibA_37484,0.78349
MTERFD1,HGLibB_30298,0.84071
MTERFD1,HGLibA_30340,2.6523
MTERFD1,HGLibA_30339,0.90964
MTERFD1,HGLibA_30341,1.0363
MTERFD1,HGLibB_30300,0.18785
FN3KRP,HGLibB_17708,1.2899
FN3KRP,HGLibB_17710,0.61437
FN3KRP,HGLibA_17731,1.2362
FN3KRP,HGLibA_17733,0.49256
FN3KRP,HGLibB_17709,1.0865
YEATS2,HGLibB_54588,1.5196
YEATS2,HGLibA_54655,0.861
YEATS2,HGLibB_54589,1.1159
YEATS2,HGLibA_54656,0.80201
YEATS2,HGLibA_54654,1.6612
YEATS2,HGLibB_54587,0.056273
CHST10,HGLibA_09613,5.1515
CHST10,HGLibB_09603,0.71412
CHST10,HGLibB_09605,0.47347
CHST10,HGLibA_09612,0.74164
CHST10,HGLibA_09614,0.1627
AUNIP,HGLibA_03867,3.2447
AUNIP,HGLibB_03864,1.4494
AUNIP,HGLibB_03866,1.1753
TCTE3,HGLibA_48860,0.85601
TCTE3,HGLibA_48859,1.0101
TCTE3,HGLibB_48801,0.88904
TCTE3,HGLibA_48861,1.3406
ZNF322,HGLibA_55798,1.8628
ZNF322,HGLibA_55797,0.83634
ZNF322,HGLibB_55730,1.0246
ZNF322,HGLibA_55799,0.76954
ZNF322,HGLibB_55732,0.35559
UBE2T,HGLibA_52660,2.6366
UBE2T,HGLibA_52659,1.2246
UBE2T,HGLibA_52661,0.87143
UBE2T,HGLibB_52596,0.60878
FANCD2OS,HGLibB_16820,1.5606
FANCD2OS,HGLibA_16842,1.1167
FANCD2OS,HGLibB_16818,1.0242
FANCD2OS,HGLibA_16843,1.1165
FANCD2OS,HGLibA_16841,0.22931
SLC25A52,HGLibA_44769,1.5477
SLC25A52,HGLibA_44767,1.6498
SLC25A52,HGLibB_44716,0.62879
SLC25A52,HGLibA_44768,0.88601
SLC25A52,HGLibB_44714,0.34322
SLC25A52,HGLibB_44715,0.12278
NAT16,HGLibA_31173,4.1953
NAT16,HGLibB_31131,0.86266
NAT16,HGLibA_31174,0.43611
NAT16,HGLibB_31130,0.3332
LRFN1,HGLibB_27112,2.092
LRFN1,HGLibB_27111,1.1815
LRFN1,HGLibA_27152,0.60987
LRFN1,HGLibA_27151,1.0995
LRFN1,HGLibB_27113,0.47483
LRFN1,HGLibA_27153,0.28023
SLC6A7,HGLibA_45336,1.1749
SLC6A7,HGLibB_45284,0.97388
SLC6A7,HGLibB_45285,1.5503
SLC6A7,HGLibA_45338,1.1096
SLC6A7,HGLibB_45283,0.050106
TAGAP,HGLibA_48266,2.002
TAGAP,HGLibB_48208,1.0228
TAGAP,HGLibB_48209,0.86831
TAGAP,HGLibB_48207,0.49193
MT1M,HGLibA_30296,3.2686
MT1M,HGLibA_30295,0.78164
MT1M,HGLibB_30253,0.20323
MT1M,HGLibA_30294,0.19537
KLHL36,HGLibA_25199,4.3889
KLHL36,HGLibB_25164,1.2907
KLHL36,HGLibB_25163,1.1109
KLHL36,HGLibA_25197,1.2776
KLHL36,HGLibB_25162,0.7987
TACC1,HGLibB_48099,1.4642
TACC1,HGLibB_48101,0.89842
TACC1,HGLibA_48160,2.3579
TACC1,HGLibA_48158,1.2957
SCN3B,HGLibA_42988,0.77107
SCN3B,HGLibA_42989,0.59741
SCN3B,HGLibB_42935,0.39177
SCN3B,HGLibB_42937,0.72197
SCN3B,HGLibA_42990,0.41756
SCN3B,HGLibB_42936,0.21267
LCN6,HGLibB_26145,2.0396
LCN6,HGLibA_26182,0.48873
IL17RE,HGLibB_22984,1.5122
IL17RE,HGLibA_23017,1.5042
IL17RE,HGLibB_22986,0.43396
IL17RE,HGLibA_23015,0.55333
IL17RE,HGLibB_22985,0.035956
HAPLN4,HGLibA_20849,1.087
HAPLN4,HGLibB_20822,2.0326
HAPLN4,HGLibB_20823,0.86664
AK3,HGLibB_01380,1.3865
AK3,HGLibB_01381,1.0786
AK3,HGLibB_01379,1.406
AK3,HGLibA_01383,0.56784
AK3,HGLibA_01381,0.50639
IFNL4,HGLibB_22696,0.64637
IFNL4,HGLibA_22728,0.47511
IFNL4,HGLibB_22698,1.5698
IFNL4,HGLibB_22697,0.78958
IFNL4,HGLibA_22729,0.64936
PLD6,HGLibB_37003,0.86074
PLD6,HGLibB_37004,0.87239
PLD6,HGLibA_37049,1.188
PLD6,HGLibB_37002,0.76883
PLD6,HGLibA_37050,0.27805
SETD5,HGLibB_43599,1.1469
SETD5,HGLibA_43651,1.2773
SETD5,HGLibA_43652,1.1778
SETD5,HGLibA_43653,0.35265
SETD5,HGLibB_43600,0.29109
NSD1,HGLibB_32702,0.69543
NSD1,HGLibB_32701,0.56942
NSD1,HGLibA_32745,0.31948
NSD1,HGLibB_32700,0.34901
NSD1,HGLibA_32744,0.48144
NSD1,HGLibA_32746,0.43978
CRNKL1,HGLibA_11204,3.1125
CRNKL1,HGLibB_11192,1.5238
CRNKL1,HGLibB_11193,1.0356
CRNKL1,HGLibB_11191,0.63664
PANK1,HGLibA_35097,1.3307
PANK1,HGLibA_35096,1.1969
PANK1,HGLibB_35051,1.1326
PANK1,HGLibB_35050,1.1781
PANK1,HGLibB_35052,0.47454
CHP1,HGLibB_09507,0.61181
CHP1,HGLibA_09517,0.77944
CHP1,HGLibA_09518,1.0099
CHP1,HGLibA_09516,0.83921
FAM73A,HGLibA_16715,1.105
FAM73A,HGLibB_16692,0.67884
FAM73A,HGLibB_16694,0.50561
FAM73A,HGLibA_16716,1.2866
FAM73A,HGLibA_16717,0.48189
FAM73A,HGLibB_16693,0.26649
RSPO2,HGLibB_42295,0.73904
RSPO2,HGLibB_42293,1.0907
RSPO2,HGLibA_42348,1.1294
RSPO2,HGLibB_42294,0.47524
GPM6B,HGLibA_19821,2.8064
GPM6B,HGLibA_19823,1.3366
GPM6B,HGLibB_19794,0.11512
GTF2E2,HGLibB_20508,0.83483
GTF2E2,HGLibA_20535,0.97422
GTF2E2,HGLibB_20507,1.6617
GTF2E2,HGLibA_20534,1.5538
GTF2E2,HGLibA_20536,0.45762
GTF2E2,HGLibB_20506,0.69303
ZNF140,HGLibA_55483,0.94256
ZNF140,HGLibB_55417,1.1958
ZNF140,HGLibB_55416,1.4179
ZNF140,HGLibA_55482,0.66623
CCDC138,HGLibB_07604,1.4202
CCDC138,HGLibA_07609,1.6158
CCDC138,HGLibA_07611,0.56073
FANCI,HGLibB_16832,2.2904
FANCI,HGLibA_16853,1.1377
FANCI,HGLibA_16855,2.8993
SMIM6,HGLibB_45710,1.9726
SMIM6,HGLibA_45763,1.3422
SMIM6,HGLibB_45708,0.82182
SMIM6,HGLibA_45764,0.37857
SMIM6,HGLibB_45709,0.010032
PPEF2,HGLibA_37871,2.9912
PPEF2,HGLibB_37821,0.73752
PPEF2,HGLibA_37869,0.91028
PPEF2,HGLibA_37870,0.11671
SETD3,HGLibB_43594,1.2204
SETD3,HGLibB_43592,0.9046
SETD3,HGLibA_43647,0.37858
SETD3,HGLibB_43593,0.37672
SETD3,HGLibA_43646,0.63841
SETD3,HGLibA_43645,0.73406
TOMM7,HGLibA_50980,1.9779
TOMM7,HGLibB_50915,1.7321
TOMM7,HGLibB_50916,0.54647
TOMM7,HGLibB_50917,0.2174
SYCP3,HGLibA_47938,2.0752
SYCP3,HGLibB_47879,2.4583
SYCP3,HGLibA_47936,0.92722
SYCP3,HGLibB_47877,0.95133
CHD5,HGLibA_09398,0.77754
CHD5,HGLibB_09390,0.48856
CHD5,HGLibA_09397,0.28034
CHD5,HGLibB_09389,0.4067
CHD5,HGLibB_09391,0.24932
CHD5,HGLibA_09399,0.41486
PRF1,HGLibB_38401,0.9306
PRF1,HGLibB_38399,1.6314
PRF1,HGLibA_38448,0.58427
PRF1,HGLibA_38450,1.4896
PRF1,HGLibA_38449,0.67378
SRD5A2,HGLibB_46885,1.1238
SRD5A2,HGLibA_46943,1.412
SRD5A2,HGLibB_46887,1.1606
SRD5A2,HGLibA_46942,0.34407
RIF1,HGLibA_41244,1.3127
RIF1,HGLibB_41193,0.40339
RIF1,HGLibB_41191,0.57036
RIF1,HGLibA_41243,0.5231
RIF1,HGLibB_41192,0.45375
RIF1,HGLibA_41245,0.40304
NDC80,HGLibB_31341,1.9601
NDC80,HGLibB_31340,0.26768
NDC80,HGLibA_31384,0.28302
NDC80,HGLibA_31382,0.15372
NDC80,HGLibB_31342,0.11927
WWC2,HGLibB_54374,1.7395
WWC2,HGLibB_54376,0.78014
WWC2,HGLibA_54443,0.98651
WWC2,HGLibA_54442,2.157
TARS2,HGLibA_48347,2.5308
TARS2,HGLibA_48348,1.1125
TARS2,HGLibB_48289,1.565
ERCC5,HGLibB_15420,2.4025
ERCC5,HGLibB_15421,0.49217
ERCC5,HGLibA_15443,0.76181
ERCC5,HGLibB_15422,0.26478
ERCC5,HGLibA_15442,0.2407
ERCC5,HGLibA_15444,0.3354
ZCCHC18,HGLibA_55023,2.239
ZCCHC18,HGLibB_54957,2.1429
ZCCHC18,HGLibA_55025,0.27752
LOC339862,HGLibA_26922,2.1872
LOC339862,HGLibA_26920,1.274
LOC339862,HGLibA_26921,1.0059
LOC339862,HGLibB_26881,0.27796
LOC339862,HGLibB_26882,0.33241
CRYZL1,HGLibA_11297,3.608
CRYZL1,HGLibB_11285,0.73683
CRYZL1,HGLibA_11296,1.5992
CRYZL1,HGLibA_11298,0.015794
PPBP,HGLibB_37805,1.4699
PPBP,HGLibB_37806,0.5209
PPBP,HGLibA_37854,0.51033
PPBP,HGLibA_37856,0.45578
STT3A,HGLibA_47606,1.1046
STT3A,HGLibA_47605,0.91884
STT3A,HGLibA_47607,0.90496
STT3A,HGLibB_47550,0.59361
STT3A,HGLibB_47548,0.22901
STT3A,HGLibB_47549,0.27883
ADAM33,HGLibB_00773,1.0851
ADAM33,HGLibB_00774,0.60531
ADAM33,HGLibA_00776,0.49506
ADAM33,HGLibB_00775,0.60383
LRCH1,HGLibA_27136,1.7941
LRCH1,HGLibA_27138,1.7249
LRCH1,HGLibB_27097,0.41622
LRCH1,HGLibB_27096,0.31793
LRCH1,HGLibB_27098,0.27705
DYNLT3,HGLibB_14247,0.55026
DYNLT3,HGLibB_14246,0.68459
DYNLT3,HGLibA_14268,0.76399
DYNLT3,HGLibA_14267,0.52342
DYNLT3,HGLibA_14269,1.0822
DYNLT3,HGLibB_14245,0.14692
TIMP4,HGLibA_49545,1.9287
TIMP4,HGLibA_49544,1.9634
TIMP4,HGLibB_49483,0.3256
TIMP4,HGLibB_49484,0.2949
FAM47A,HGLibB_16586,1.0442
FAM47A,HGLibB_16585,1.1152
FAM47A,HGLibA_16608,1.5093
FAM47A,HGLibA_16609,1.1364
FAM47A,HGLibB_16584,0.55314
RBKS,HGLibB_40412,3.474
RBKS,HGLibB_40414,1.829
RBKS,HGLibA_40463,0.83815
RBKS,HGLibA_40465,0.79554
RBKS,HGLibB_40413,0.35022
SERINC1,HGLibB_43431,0.65949
SERINC1,HGLibA_43483,1.0711
SERINC1,HGLibB_43432,0.44074
SERINC1,HGLibA_43484,0.62351
CLEC4C,HGLibA_09982,2.264
CLEC4C,HGLibB_09974,0.9754
CLEC4C,HGLibB_09973,1.1199
CLEC4C,HGLibA_09981,0.81495
CLEC4C,HGLibB_09972,0.16675
BCL2L2,HGLibA_04323,2.9608
BCL2L2,HGLibB_04321,1.2063
BCL2L2,HGLibA_04324,0.39868
BCL2L2,HGLibA_04322,0.33914
SLC4A7,HGLibB_45174,1.0625
SLC4A7,HGLibB_45173,0.46039
SLC4A7,HGLibA_45227,0.2776
SLC4A7,HGLibB_45172,0.5446
SLC4A7,HGLibA_45225,0.67853
SLC4A7,HGLibA_45226,0.49106
RGSL1,HGLibA_41118,3.616
RGSL1,HGLibA_41119,1.7406
RGSL1,HGLibB_41068,1.2815
RGSL1,HGLibB_41067,0.39972
TMEM179,HGLibA_50086,1.7079
TMEM179,HGLibB_50026,1.7199
TMEM179,HGLibA_50087,0.48753
TMEM179,HGLibA_50088,0.38237
TMEM179,HGLibB_50027,0.41718
TMEM179,HGLibB_50028,0.22514
PRKRA,HGLibA_38583,1.352
PRKRA,HGLibA_38584,2.5417
PRKRA,HGLibB_38535,0.55698
PRKRA,HGLibB_38534,0.44799
PRKRA,HGLibB_38536,0.41604
PTGFRN,HGLibA_39343,2.6939
PTGFRN,HGLibB_39294,0.13851
DKK1,HGLibB_13275,0.57065
DKK1,HGLibB_13277,0.39482
DKK1,HGLibA_13293,0.91697
DKK1,HGLibA_13294,0.64747
DKK1,HGLibB_13276,0.46213
DKK1,HGLibA_13295,0.48395
NDN,HGLibA_31399,0.68895
NDN,HGLibB_31355,0.27889
NDN,HGLibA_31397,0.41327
NDN,HGLibA_31398,0.72176
NDN,HGLibB_31357,0.36429
NDN,HGLibB_31356,0.22134
CYB5B,HGLibA_11992,3.5056
CYB5B,HGLibA_11991,4.0048
CYB5B,HGLibA_11993,0.30466
CYB5B,HGLibB_11980,0.081753
SLC23A1,HGLibB_44554,1.617
SLC23A1,HGLibA_44606,0.69443
SLC23A1,HGLibB_44552,0.86052
SLC23A1,HGLibA_44607,1.6454
SLC23A1,HGLibB_44553,0.073112
CGRRF1,HGLibA_09328,1.5638
CGRRF1,HGLibA_09330,3.1095
CGRRF1,HGLibB_09320,0.44314
CGRRF1,HGLibB_09322,0.14913
CGRRF1,HGLibA_09329,0.021196
WDR81,HGLibB_54122,1.8859
WDR81,HGLibA_54186,1.3589
WDR81,HGLibA_54188,1.4171
WDR81,HGLibB_54121,0.68198
WDR81,HGLibA_54187,0.55004
WDR81,HGLibB_54120,0.034097
GRM6,HGLibB_20327,1.8749
GRM6,HGLibA_20356,2.5629
TMEM120B,HGLibA_49897,1.1127
TMEM120B,HGLibA_49898,1.9071
TMEM120B,HGLibB_49837,2.3627
TMEM120B,HGLibA_49899,0.74456
TMEM120B,HGLibB_49838,0.026356
TAZ,HGLibB_48395,3.5876
TAZ,HGLibA_48454,0.12337
DPP8,HGLibA_13881,1.6524
DPP8,HGLibB_13859,0.83334
DPP8,HGLibB_13861,0.46747
DPP8,HGLibB_13860,0.59983
DPP8,HGLibA_13880,0.19754
BCOR,HGLibA_04362,2.9313
BCOR,HGLibA_04363,1.4585
BCOR,HGLibA_04361,0.13544
FUT4,HGLibB_18170,1.5024
FUT4,HGLibA_18194,1.0911
FUT4,HGLibA_18195,0.66685
FUT4,HGLibB_18168,0.66
FUT4,HGLibA_18193,0.81194
SRP9,HGLibA_47015,1.2626
SRP9,HGLibA_47014,1.0171
SRP9,HGLibA_47016,2.0086
SRP9,HGLibB_46957,0.011719
IQSEC1,HGLibA_23540,3.1288
IQSEC1,HGLibB_23509,0.78813
IQSEC1,HGLibB_23507,1.2142
IQSEC1,HGLibA_23541,0.40113
IQSEC1,HGLibA_23542,0.7403
SOCS7,HGLibA_46140,1.6659
