ID,Description,NES,pvalue,p.adjust,geneID,geneName,Count
GOBP:1904706,Negative regulation of vascular smooth muscle cell proliferation,-1.663791725,0.013671875,0.78191502,4208/8862/6648/27250/2950/1027/1026,MEF2C/APLN/SOD2/PDCD4/GSTP1/CDKN1B/CDKN1A,7
GOBP:0006636,Unsaturated fatty acid biosynthetic process,-1.656547721,0.013779528,0.78191502,26063/79966/6785/64834/83401/3992/79071/79993/54898/3995,DECR2/SCD5/ELOVL4/ELOVL1/ELOVL3/FADS1/ELOVL6/ELOVL7/ELOVL2/FADS3,10
GOBP:2000679,Positive regulation of transcription regulatory region dna binding,-1.660710825,0.013861386,0.78191502,142/64855/117854/9464/2625/11315,PARP1/FAM129B/TRIM6/HAND2/GATA3/PARK7,6
GOBP:0050790,Regulation of catalytic activity,-1.604497702,0.014084507,0.78191502,9531/55589/57332/8678/142/23141/23568/10900/134266/5707/5564/1339/7273/5708/5709,BAG3/BMP2K/CBX8/BECN1/PARP1/ANKLE2/ARL2BP/RUNDC3A/GRPEL2/PSMD1/PRKAB1/COX6A2/TTN/PSMD2/PSMD3,15
GOBP:0006312,Mitotic recombination,1.66313375,0.014141414,0.78191502,25788/4437/29935,RAD54B/MSH3/RPA4,3
GOBP:0001732,Formation of cytoplasmic translation initiation complex,1.801251259,0.01417004,0.78191502,8668/8661/51386/8662/8665/728689/3646/27335,EIF3I/EIF3A/EIF3L/EIF3B/EIF3F/EIF3CL/EIF3E/EIF3K,8
GOBP:0033260,Nuclear dna replication,1.689963868,0.014256619,0.78191502,29935/29980/7884/91603,RPA4/DONSON/SLBP/ZNF830,4
GOBP:0071806,Protein transmembrane transport,1.712805568,0.014256619,0.78191502,563/9868/338328/23480,AZGP1/TOMM70/GPIHBP1/SEC61G,4
GOBP:0006379,Mrna cleavage,-1.707928777,0.01532567,0.78191502,2081/5438/30834,ERN1/POLR2I/ZNRD1,3
GOBP:0034475,U4 snrna 3'-end processing,-1.709977614,0.01532567,0.78191502,5393/56915/11340/54512/51010,EXOSC9/EXOSC5/EXOSC8/EXOSC4/EXOSC3,5
GOBP:0042771,Intrinsic apoptotic signaling pathway in response to dna damage by p53 class mediator,-1.629198636,0.015594542,0.78191502,10210/64782/51246/57646/22938/1026/3428,TOPORS/AEN/SHISA5/USP28/SNW1/CDKN1A/IFI16,7
GOBP:0071901,Negative regulation of protein serine/threonine kinase activity,-1.689277778,0.015717092,0.78191502,29108/80279/65125/7532/153090/84062/25/207/57521,PYCARD/CDK5RAP3/WNK1/YWHAG/DAB2IP/DTNBP1/ABL1/AKT1/RPTOR,9
GOBP:0000028,Ribosomal small subunit assembly,-1.61172906,0.015748031,0.78191502,51081/27341/6204/64963/6223/6209/51065/6193/6234,MRPS7/RRP7A/RPS10/MRPS11/RPS19/RPS15/RPS27L/RPS5/RPS28,9
GOBP:0071044,Histone mrna catabolic process,-1.63773264,0.015748031,0.78191502,64282/54512/55149/5394,TENT4B/EXOSC4/MTPAP/EXOSC10,4
GOBP:0098696,Regulation of neurotransmitter receptor localization to postsynaptic specialization membrane,-1.657392352,0.015779093,0.78191502,10082/2239/23096,GPC6/GPC4/IQSEC2,3
GOBP:0009792,Embryo development ending in birth or egg hatching,1.718525896,0.016096579,0.78191502,3364/2494/130507/55122/2128/23326/56977/7042/116039/8851/6997,HUS1/NR5A2/UBR3/AKIRIN2/EVX1/USP22/STOX2/TGFB2/OSR2/CDK5R1/TDGF1,11
GOBP:0033133,Positive regulation of glucokinase activity,-1.596191423,0.017612524,0.792387654,5207/572/5903,PFKFB1/BAD/RANBP2,3
GOBP:0031929,Tor signaling,-1.619909398,0.017821782,0.792387654,96459/6194/64223/1978/207/2625/57521,FNIP1/RPS6/MLST8/EIF4EBP1/AKT1/GATA3/RPTOR,7
GOBP:0003183,Mitral valve morphogenesis,1.652115384,0.018828452,0.792387654,659/90/4091/6659/1942,BMPR2/ACVR1/SMAD6/SOX4/EFNA1,5
GOBP:0048536,Spleen development,-1.568006982,0.019083969,0.792387654,6943/1030/80169/64783/8772/5308/10370/3175/25/5585/10018/596/5087/3214,TCF21/CDKN2B/CTC1/RBM15/FADD/PITX2/CITED2/ONECUT1/ABL1/PKN1/BCL2L11/BCL2/PBX1/HOXB4,14
GOBP:0045345,Positive regulation of mhc class i biosynthetic process,1.652515009,0.020491803,0.792387654,282618/91662/84166,IFNL1/NLRP12/NLRC5,3
GOBP:0071549,Cellular response to dexamethasone stimulus,-1.538016879,0.020992366,0.792387654,6715/383/3383/2908/1978/445/7023/5176/1392/6161,SRD5A1/ARG1/ICAM1/NR3C1/EIF4EBP1/ASS1/TFAP4/SERPINF1/CRH/RPL32,10
GOBP:0031018,Endocrine pancreas development,-1.610928288,0.021032505,0.792387654,9480/9451/5078/3170/3175/3651/6662/5991/207/2696,ONECUT2/EIF2AK3/PAX4/FOXA2/ONECUT1/PDX1/SOX9/RFX3/AKT1/GIPR,10
GOBP:0006104,Succinyl-coa metabolic process,-1.619675884,0.021400778,0.792387654,1743/4967/8802,DLST/OGDH/SUCLG1,3
GOBP:0015015,"Heparan sulfate proteoglycan biosynthetic process, enzymatic modification",-1.619467405,0.021400778,0.792387654,222537/9653/9953,HS3ST5/HS2ST1/HS3ST3B1,3
GOBP:0004784,Superoxide dismutase activity,-1.587145864,0.021526419,0.792387654,9973/6648/6647/1728,CCS/SOD2/SOD1/NQO1,4
GOBP:2000353,Positive regulation of endothelial cell apoptotic process,-1.629662253,0.021653543,0.792387654,5335/959/641700/27250/2309/28984/80781,PLCG1/CD40LG/ECSCR/PDCD4/FOXO3/RGCC/COL18A1,7
GOBP:0008015,Blood circulation,-1.538671021,0.021696252,0.792387654,1874/3212/719/3627/2837/4018/10021/57057/55636/2056/1827/1727/624,E2F4/HOXB2/C3AR1/CXCL10/UTS2R/LPA/HCN4/TBX20/CHD7/EPO/RCAN1/CYB5R3/BDKRB2,13
GOBP:0006704,Glucocorticoid biosynthetic process,-1.614264947,0.021956088,0.792387654,3283/1583/1585/1392,HSD3B1/CYP11A1/CYP11B2/CRH,4
GOBP:0043252,Sodium-independent organic anion transport,1.711272189,0.022267206,0.792387654,338821/10227/133482/81796/114571/353189/6567/28234/53919,SLCO1B7/MFSD10/SLCO6A1/SLCO5A1/SLC22A9/SLCO4C1/SLC16A2/SLCO1B3/SLCO1C1,9
GOBP:0042026,Protein refolding,-1.610424676,0.023210832,0.792387654,9360/2280/1409/3305/6782/51182,PPIG/FKBP1A/CRYAA/HSPA1L/HSPA13/HSPA14,6
GOBP:0022898,Regulation of transmembrane transporter activity,-1.583513291,0.023483366,0.792387654,2697/596/60,GJA1/BCL2/ACTB,3
GOBP:0043171,Peptide catabolic process,1.687517621,0.024242424,0.792387654,4012/10404/4048/2028/206338,LNPEP/CPQ/LTA4H/ENPEP/LVRN,5
GOBP:0003181,Atrioventricular valve morphogenesis,1.667477566,0.024291498,0.792387654,161882/650/659/90/6910/7042,ZFPM1/BMP2/BMPR2/ACVR1/TBX5/TGFB2,6
GOBP:0046069,Cgmp catabolic process,1.663584956,0.024439919,0.792387654,5152/10846/8654,PDE9A/PDE10A/PDE5A,3
GOBP:0006616,"Srp-dependent cotranslational protein targeting to membrane, translocation",1.591680318,0.025,0.792387654,6729/29927/6726,SRP54/SEC61A1/SRP9,3
GOBP:0006269,"Dna replication, synthesis of rna primer",1.621555205,0.026476578,0.792387654,5422/5557/92797/5558,POLA1/PRIM1/HELB/PRIM2,4
GOBP:0003009,Skeletal muscle contraction,1.662207433,0.026530612,0.792387654,7140/7134/1144/92241/7139/4621/7125/126306/1147,TNNT3/TNNC1/CHRND/RCSD1/TNNT2/MYH3/TNNC2/JSRP1/CHUK,9
GOBP:0010631,Epithelial cell migration,-1.581246654,0.027237354,0.792387654,2255/340719/5585/5586,FGF10/NANOS1/PKN1/PKN2,4
GOBP:0072602,Interleukin-4 secretion,-1.584216543,0.027237354,0.792387654,3516/2625/3556,RBPJ/GATA3/IL1RAP,3
GOBP:0021953,Central nervous system neuron differentiation,-1.569963866,0.02739726,0.792387654,6695,SPOCK1,1
GOBP:0010918,Positive regulation of mitochondrial membrane potential,-1.629042579,0.027613412,0.792387654,637/30968/207/572/7415,BID/STOML2/AKT1/BAD/VCP,5
GOBP:0031214,Biomineral tissue development,-1.528718141,0.027833002,0.792387654,24144/338773/9270/1893/3347,TFIP11/TMEM119/ITGB1BP1/ECM1/HTN3,5
GOBP:0006383,Transcription by rna polymerase iii,-1.502113526,0.028625954,0.792387654,5434/5440/112495/11128/2972/5441/171568/6908/7702/9329/27297,POLR2E/POLR2K/GTF3C6/POLR3A/BRF1/POLR2L/POLR3H/TBP/ZNF143/GTF3C4/CRCP,11
GOBP:0042297,Vocal learning,1.598608149,0.028688525,0.792387654,3064,HTT,1
GOBP:0018401,Peptidyl-proline hydroxylation to 4-hydroxy-l-proline,-1.621268102,0.028735632,0.792387654,5034/112398/8974,P4HB/EGLN2/P4HA2,3
GOBP:0060992,Response to fungicide,-1.568767451,0.029182879,0.792387654,6770/79813/6715/23135/23028,STAR/EHMT1/SRD5A1/KDM6B/KDM1A,5
GOBP:0097237,Cellular response to toxic substance,1.586595616,0.029288703,0.792387654,65018/55607,PINK1/PPP1R9A,2
GOBP:0038033,Positive regulation of endothelial cell chemotaxis by vegf-activated vascular endothelial growth factor receptor signaling pathway,-1.532866348,0.029354207,0.792387654,25865/3791/7422,PRKD2/KDR/VEGFA,3
GOBP:1901621,Negative regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning,-1.537421201,0.029354207,0.792387654,26146/51684,TRAF3IP1/SUFU,2
GOBP:1901843,Positive regulation of high voltage-gated calcium channel activity,-1.539630511,0.029354207,0.792387654,781/784,CACNA2D1/CACNB3,2
GOBP:0006388,"Trna splicing, via endonucleolytic cleavage and ligation",-1.622735618,0.029585799,0.792387654,51493/283989/83707/10978,RTCB/TSEN54/TRPT1/CLP1,4
GOBP:0035924,Cellular response to vascular endothelial growth factor stimulus,-1.518076691,0.029821074,0.792387654,5587/153090/25865/3791/7422/207/2324/9270/2619,PRKD1/DAB2IP/PRKD2/KDR/VEGFA/AKT1/FLT4/ITGB1BP1/GAS1,9
GOBP:0090037,Positive regulation of protein kinase c signaling,-1.6168661,0.030651341,0.792387654,4157/7474/7422/2324,MC1R/WNT5A/VEGFA/FLT4,4
GOBP:0008198,Ferrous iron binding,-1.545751785,0.03125,0.792387654,120526/121642/9843/94033/2395/6622/112398/54,DNAJC24/ALKBH2/HEPH/FTMT/FXN/SNCA/EGLN2/ACP5,8
GOBP:0071157,Negative regulation of cell cycle arrest,-1.539312005,0.03125,0.792387654,2301/7023/9349/1025/3326,FOXE3/TFAP4/RPL23/CDK9/HSP90AB1,5
GOBP:0002931,Response to ischemia,-1.504059325,0.031434185,0.792387654,8996/10105/5608/11149/857/57492/24145/8878/815/10525/7345/5027/4217/2697/23017/56666/596,NOL3/PPIF/MAP2K6/BVES/CAV1/ARID1B/PANX1/SQSTM1/CAMK2A/HYOU1/UCHL1/P2RX7/MAP3K5/GJA1/FAIM2/PANX2/BCL2,17
GOBP:0030890,Positive regulation of b cell proliferation,-1.505478915,0.031434185,0.792387654,3565/54106/5788/4208/7037/51293/3596/3071/1880/84433/596/1026/115650,IL4/TLR9/PTPRC/MEF2C/TFRC/CD320/IL13/NCKAP1L/GPR183/CARD11/BCL2/CDKN1A/TNFRSF13C,13
GOBP:0034198,Cellular response to amino acid starvation,-1.485792735,0.032064128,0.792387654,23334/55846/2475/54468/81929/5587/1965/8678/10670/10641/9451/467/8131/4217/1611/7351/1026/64121/84219,SZT2/ITFG2/MTOR/MIOS/SEH1L/PRKD1/EIF2S1/BECN1/RRAGA/NPRL2/EIF2AK3/ATF3/NPRL3/MAP3K5/DAP/UCP2/CDKN1A/RRAGC/WDR24,19
GOBP:0006309,Apoptotic dna fragmentation,1.589185993,0.032388664,0.792387654,27443/9941/1677/668/1676/3005/23405/3836,CECR2/EXOG/DFFB/FOXL2/DFFA/H1F0/DICER1/KPNA1,8
GOBP:0051453,Regulation of intracellular ph,1.550714518,0.032719836,0.792387654,57282/11261/84679/10479/6522/9497/83697/150159/6553/57835/83959,SLC4A10/CHP1/SLC9A7/SLC9A6/SLC4A2/SLC4A7/SLC4A9/SLC9B1/SLC9A5/SLC4A5/SLC4A11,11
GOBP:0010875,Positive regulation of cholesterol efflux,-1.538026621,0.033464567,0.792387654,26154/348/4035/7376/5360,ABCA12/APOE/LRP1/NR1H2/PLTP,5
GOBP:0071360,Cellular response to exogenous dsrna,-1.533919765,0.033464567,0.792387654,23586/64135/857/57506/81035/1660/3434/79594/115004/340061,DDX58/IFIH1/CAV1/MAVS/COLEC12/DHX9/IFIT1/MUL1/CGAS/TMEM173,10
GOBP:1904874,Positive regulation of telomerase rna localization to cajal body,-1.536128267,0.033464567,0.792387654,10574/10694/6950/55164/10856/10576,CCT7/CCT8/TCP1/SHQ1/RUVBL2/CCT2,6
GOBP:2000010,Positive regulation of protein localization to cell surface,-1.537234444,0.033663366,0.792387654,207/6809/4130/3326,AKT1/STX3/MAP1A/HSP90AB1,4
GOBP:0007017,Microtubule-based process,-1.508191033,0.034026465,0.792387654,203068/11258/347688/84790/10383/51512/7277/10376/10381,TUBB/DCTN3/TUBB8/TUBA1C/TUBB4B/GTSE1/TUBA4A/TUBA1B/TUBB3,9
GOBP:0050778,Positive regulation of immune response,1.567384102,0.034343434,0.792387654,282618/101180976/1511/7042/282616,IFNL1/IFNL4/CTSG/TGFB2/IFNL2,5
GOBP:0061051,Positive regulation of cell growth involved in cardiac muscle cell development,-1.598607697,0.034482759,0.792387654,9472/2475/3479/5300/10038,AKAP6/MTOR/IGF1/PIN1/PARP2,5
GOBP:0001661,Conditioned taste aversion,-1.505959637,0.035225049,0.792387654,2902/10716,GRIN1/TBR1,2
GOBP:0061734,Parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization,-1.519225171,0.035225049,0.792387654,10013/10133,HDAC6/OPTN,2
GOBP:1903038,Negative regulation of leukocyte cell-cell adhesion,-1.516855217,0.035225049,0.792387654,5465/207/445,PPARA/AKT1/ASS1,3
GOBP:2000664,Positive regulation of interleukin-5 secretion,-1.507432149,0.035225049,0.792387654,55540/23765/2625,IL17RB/IL17RA/GATA3,3
GOBP:0060047,Heart contraction,-1.57869898,0.035433071,0.792387654,6647/7137/2876/70,SOD1/TNNI3/GPX1/ACTC1,4
GOBP:0003215,Cardiac right ventricle morphogenesis,-1.513909515,0.035502959,0.792387654,57057/10848/2625,TBX20/PPP1R13L/GATA3,3
GOBP:0031017,Exocrine pancreas development,-1.578739278,0.036259542,0.796028533,3481/256297/79971/3651/7494,IGF2/PTF1A/WLS/PDX1/XBP1,5
GOBP:0046940,Nucleoside monophosphate phosphorylation,1.6020369,0.036363636,0.796028533,50808/26289/158067/102157402,AK3/AK5/AK8/AK6,4
GOBP:0002320,Lymphoid progenitor cell differentiation,-1.535846351,0.036964981,0.799101595,596/3815,BCL2/KIT,2
GOBP:0002862,Negative regulation of inflammatory response to antigenic stimulus,-1.537528742,0.036964981,0.799101595,2876/5692/2840,GPX1/PSMB4/GPR17,3
GOBP:0045429,Positive regulation of nitric oxide biosynthetic process,-1.464727967,0.037254902,0.800161152,4088/3717/3043/3383/64902/9314/207/445/3689/2185/1191/3326,SMAD3/JAK2/HBB/ICAM1/AGXT2/KLF4/AKT1/ASS1/ITGB2/PTK2B/CLU/HSP90AB1,12
GOBP:0019227,Neuronal action potential propagation,1.55505797,0.037656904,0.801470905,1180/149461/6323,CLCN1/CLDN19/SCN1A,3
GOBP:0045176,Apical protein localization,1.56015273,0.038229376,0.808724363,57216/57619/8775/378/357/57120,VANGL2/SHROOM3/NAPA/ARF4/SHROOM2/GOPC,6
GOBP:0010035,Response to inorganic substance,-1.530781181,0.038910506,0.808724363,8314/471/2618/1917,BAP1/ATIC/GART/EEF1A2,4
GOBP:0031642,Negative regulation of myelination,-1.520385246,0.038910506,0.808724363,11202/8898,KLK8/MTMR2,2
GOBP:0043950,Positive regulation of camp-mediated signaling,-1.542298436,0.0390625,0.808724363,3627/118442/115004/2696/1392,CXCL10/GPR62/CGAS/GIPR/CRH,5
GOBP:1904871,Positive regulation of protein localization to cajal body,-1.584501418,0.039447732,0.808724363,10574/10694/6950/10576,CCT7/CCT8/TCP1/CCT2,4
GOBP:0009411,Response to uv,-1.445035492,0.03968254,0.808724363,10277/2071/201973/57805/5371/84083/836/2074/1153/1032/22954/54962/51514/90313/5562/5609/2068,UBE4B/ERCC3/PRIMPOL/CCAR2/PML/ZRANB3/CASP3/ERCC6/CIRBP/CDKN2D/TRIM32/TIPIN/DTL/TP53I13/PRKAA1/MAP2K7/ERCC2,17
GOBP:1904851,Positive regulation of establishment of protein localization to telomere,-1.555882921,0.03992016,0.808724363,10574/10694/6950/10576,CCT7/CCT8/TCP1/CCT2,4
GOBP:0006172,Adp biosynthetic process,1.571183953,0.040733198,0.808724363,50808/26289,AK3/AK5,2
GOBP:0051122,Hepoxilin biosynthetic process,1.566940003,0.040733198,0.808724363,59344/239/242/246,ALOXE3/ALOX12/ALOX12B/ALOX15,4
GOBP:0048593,Camera-type eye morphogenesis,1.54654336,0.040816327,0.808724363,1295/55714/2737/357/362/113246/2048/2195/6497/4763,COL8A1/TENM3/GLI3/SHROOM2/AQP5/C12ORF57/EPHB2/FAT1/SKI/NF1,10
GOBP:0097352,Autophagosome maturation,-1.469413011,0.040935673,0.808724363,51652/3920/26276/440738/23710/29979/55014/23557/7415/167410,CHMP3/LAMP2/VPS33B/MAP1LC3C/GABARAPL1/UBQLN1/STX17/SNAPIN/VCP/LIX1,10
GOBP:0051574,Positive regulation of histone h3-k9 methylation,1.532501772,0.041841004,0.820245764,4602/55183/3009/23411/672,MYB/RIF1/HIST1H1B/SIRT1/BRCA1,5
GOBP:0016081,Synaptic vesicle docking,-1.54886801,0.041916168,0.820245764,6809/26258,STX3/BLOC1S6,2
GOBP:0010815,Bradykinin catabolic process,1.551906492,0.042769857,0.826158674,3416/7511/1512,IDE/XPNPEP1/CTSH,3
GOBP:2000352,Negative regulation of endothelial cell apoptotic process,-1.474568941,0.043977055,0.826158674,3589/79155/5598/7128/3383/2243/25/3596/3791/2625/7015,IL11/TNIP2/MAPK7/TNFAIP3/ICAM1/FGA/ABL1/IL13/KDR/GATA3/TERT,11
GOBP:0001675,Acrosome assembly,1.544030337,0.044444444,0.826158674,57082/5819/9519,KNL1/NECTIN2/TBPL1,3
GOBP:0007097,Nuclear migration,1.550261006,0.044444444,0.826158674,79789/199953/6585/23224/51164/29109/5747,CLMN/TMEM201/SLIT1/SYNE2/DCTN4/FHOD1/PTK2,7
GOBP:0003158,Endothelium development,-1.505603407,0.044747082,0.826158674,2701/947/3791/2697,GJA4/CD34/KDR/GJA1,4
GOBP:0005977,Glycogen metabolic process,1.527775635,0.044989775,0.826158674,5500/5837/2538/5502/27232/7360,PPP1CB/PYGM/G6PC/PPP1R1A/GNMT/UGP2,6
GOBP:0072734,Cellular response to staurosporine,-1.488454069,0.045009785,0.826158674,836/100463289,CASP3/MTRNR2L5,2
GOBP:0061038,Uterus morphogenesis,-1.497456176,0.046692607,0.826158674,64220/10765/55870/7484,STRA6/KDM5B/ASH1L/WNT9B,4
GOBP:0060157,Urinary bladder development,-1.469163851,0.046966732,0.826158674,93649/8626/5950/7474,MYOCD/TP63/RBP4/WNT5A,4
GOBP:0097421,Liver regeneration,-1.450462733,0.046966732,0.826158674,7351/1460/6790/6143/6161,UCP2/CSNK2B/AURKA/RPL19/RPL32,5
GOBP:0019789,Sumo transferase activity,-1.503505019,0.047524752,0.826158674,10210/8535/79594/5903,TOPORS/CBX4/MUL1/RANBP2,4
GOBP:0060336,Negative regulation of interferon-gamma-mediated signaling pathway,-1.531402106,0.047709924,0.826158674,383/7376,ARG1/NR1H2,2
GOBP:0002639,Positive regulation of immunoglobulin production,-1.549248454,0.04789272,0.826158674,3263/54440/54106/3596/3566/7494,HPX/SASH3/TLR9/IL13/IL4R/XBP1,6
GOBP:0006776,Vitamin a metabolic process,1.506629783,0.048117155,0.826158674,6017/6121/5947/5948,RLBP1/RPE65/RBP1/RBP2,4
GOBP:0045724,Positive regulation of cilium assembly,1.536994313,0.048582996,0.826158674,3064/202018/10807/55329/158297/55704/22873,HTT/TAPT1/ENTR1/MNS1/SAXO1/CCDC88A/DZIP1,7
GOBP:0002076,Osteoblast development,-1.492403751,0.048828125,0.826158674,860/632/4221/5744/43/4041/8994/4488/63923/4088,RUNX2/BGLAP/MEN1/PTHLH/ACHE/LRP5/LIMD1/MSX2/TNN/SMAD3,10
GOBP:0034620,Cellular response to unfolded protein,-1.466374612,0.048828125,0.826158674,3309/581/3297/2081/1616/153090/5770/3305/6782/10133/51182,HSPA5/BAX/HSF1/ERN1/DAXX/DAB2IP/PTPN1/HSPA1L/HSPA13/OPTN/HSPA14,11
